dataset,VUS-PR,VUS-ROC,AUC-PR,AUC-ROC,Standard-F1,PA-F1,MSE,MAE
098_SVDB_id_15_Medical_tr_500_1st_303,0.241559,0.738322,0.232767,0.637028,0.240381,0.609323,0.590078,0.419238
103_SVDB_id_20_Medical_tr_12167_1st_12267,0.043183,0.635909,0.034701,0.550192,0.057777,0.582191,0.724075,0.342645
108_SVDB_id_25_Medical_tr_1238_1st_1338,0.348190,0.842363,0.362894,0.804037,0.445073,0.861546,0.365067,0.296328
099_SVDB_id_16_Medical_tr_1115_1st_1215,0.414303,0.880194,0.343072,0.807497,0.369912,0.840243,0.882675,0.488119
093_SVDB_id_10_Medical_tr_500_1st_37,0.291812,0.753751,0.268511,0.671124,0.257775,0.804075,0.143551,0.234507
101_SVDB_id_18_Medical_tr_1851_1st_1951,0.310432,0.788476,0.298135,0.738685,0.293180,0.925250,0.531475,0.385432
114_SVDB_id_31_Medical_tr_25000_1st_63090,0.004816,0.471728,0.004546,0.446201,0.011760,0.947569,0.274408,0.284737
105_SVDB_id_22_Medical_tr_500_1st_417,0.201344,0.702412,0.187348,0.639171,0.217635,0.879731,0.153615,0.218166
085_SVDB_id_2_Medical_tr_50000_1st_54982,0.064878,0.639455,0.075711,0.572486,0.087490,0.841040,0.158515,0.207015
019_MITDB_id_1_Medical_tr_37500_1st_103211,0.343505,0.625666,0.346498,0.624112,0.332907,1.000000,0.141797,0.217053
171_SWaT_id_1_Sensor_tr_3749_1st_9522,0.344110,0.768428,0.254491,0.694051,0.428231,0.233908,183.102067,0.338024
113_SVDB_id_30_Medical_tr_4552_1st_4652,0.460161,0.838903,0.486712,0.836167,0.511645,0.926865,0.323394,0.282886
107_SVDB_id_24_Medical_tr_32805_1st_32905,0.036669,0.607333,0.028125,0.542946,0.062434,0.225124,0.081511,0.172994
112_SVDB_id_29_Medical_tr_8226_1st_8326,0.016195,0.614288,0.011637,0.533076,0.026152,0.326356,0.281171,0.273213
090_SVDB_id_7_Medical_tr_12157_1st_12257,0.308659,0.817163,0.291155,0.768522,0.305328,0.968656,0.243807,0.246322
110_SVDB_id_27_Medical_tr_30824_1st_30924,0.053865,0.634890,0.046094,0.578715,0.078767,0.671076,0.186986,0.237964
089_SVDB_id_6_Medical_tr_50000_1st_83083,0.025223,0.580031,0.043993,0.540065,0.091975,0.522524,0.647748,0.353858
097_SVDB_id_14_Medical_tr_1031_1st_1131,0.694565,0.895653,0.624866,0.837096,0.580800,0.995482,0.273229,0.276527
127_TAO_id_12_Environment_tr_500_1st_24,0.918473,0.977642,0.050693,0.507274,0.094384,0.101904,0.169628,0.241329
116_TAO_id_1_Environment_tr_500_1st_3,0.896784,0.971410,0.052417,0.497775,0.094566,0.101124,0.173937,0.240581
092_SVDB_id_9_Medical_tr_2674_1st_2774,0.579332,0.892550,0.596170,0.873783,0.577759,0.980663,0.289594,0.261493
086_SVDB_id_3_Medical_tr_533_1st_633,0.290145,0.768119,0.275661,0.687094,0.298772,0.748382,0.281515,0.280261
118_TAO_id_3_Environment_tr_500_1st_7,0.517276,0.877489,0.047971,0.500329,0.095603,0.095890,0.244445,0.296640
109_SVDB_id_26_Medical_tr_1038_1st_1138,0.174053,0.689378,0.147169,0.629126,0.204698,0.627744,0.261429,0.301918
091_SVDB_id_8_Medical_tr_500_1st_126,0.305661,0.787966,0.307413,0.751511,0.311168,0.886397,0.122033,0.177256
