dataset,VUS-PR,VUS-ROC,AUC-PR,AUC-ROC,Standard-F1,PA-F1,MSE,MAE
098_SVDB_id_15_Medical_tr_500_1st_303,0.218851,0.733651,0.206469,0.632895,0.227367,0.566297,0.554309,0.364238
101_SVDB_id_18_Medical_tr_1851_1st_1951,0.221830,0.777961,0.185972,0.711260,0.262839,0.874398,0.490799,0.352213
108_SVDB_id_25_Medical_tr_1238_1st_1338,0.278126,0.854583,0.245719,0.808765,0.321216,0.839067,0.297715,0.247739
085_SVDB_id_2_Medical_tr_50000_1st_54982,0.076362,0.683698,0.052073,0.584585,0.101080,0.754365,0.122110,0.150511
093_SVDB_id_10_Medical_tr_500_1st_37,0.218735,0.774840,0.157975,0.671720,0.238335,0.745489,0.087512,0.167349
099_SVDB_id_16_Medical_tr_1115_1st_1215,0.220374,0.804573,0.152535,0.719394,0.246241,0.657778,0.846334,0.447741
114_SVDB_id_31_Medical_tr_25000_1st_63090,0.006321,0.582296,0.005986,0.562335,0.015227,0.655241,0.177077,0.209591
105_SVDB_id_22_Medical_tr_500_1st_417,0.193400,0.736119,0.149621,0.653243,0.232970,0.887044,0.127748,0.178754
113_SVDB_id_30_Medical_tr_4552_1st_4652,0.316128,0.776096,0.339198,0.778822,0.397773,0.817442,0.272414,0.232109
112_SVDB_id_29_Medical_tr_8226_1st_8326,0.015667,0.602914,0.011547,0.518042,0.023296,0.555680,0.224893,0.205823
090_SVDB_id_7_Medical_tr_12157_1st_12257,0.127065,0.738550,0.091657,0.649245,0.162178,0.837997,0.090646,0.171970
171_SWaT_id_1_Sensor_tr_3749_1st_9522,0.354984,0.750637,0.270725,0.669303,0.417717,0.233922,70.679121,0.144821
019_MITDB_id_1_Medical_tr_37500_1st_103211,0.361231,0.727958,0.366635,0.726469,0.397840,1.000000,0.040654,0.095139
107_SVDB_id_24_Medical_tr_32805_1st_32905,0.066364,0.739506,0.061698,0.651754,0.087820,0.567595,0.051972,0.129689
110_SVDB_id_27_Medical_tr_30824_1st_30924,0.065442,0.668117,0.058493,0.614204,0.093634,0.854425,0.112777,0.145583
089_SVDB_id_6_Medical_tr_50000_1st_83083,0.039091,0.771105,0.033791,0.740496,0.074289,0.832065,0.539953,0.269934
097_SVDB_id_14_Medical_tr_1031_1st_1131,0.427256,0.792461,0.285575,0.696837,0.338460,0.898630,0.230176,0.216688
092_SVDB_id_9_Medical_tr_2674_1st_2774,0.552785,0.938122,0.525234,0.910075,0.538197,0.965368,0.239078,0.218771
116_TAO_id_1_Environment_tr_500_1st_3,0.878607,0.960318,0.046465,0.473128,0.095266,0.093795,0.037127,0.069664
127_TAO_id_12_Environment_tr_500_1st_24,0.874071,0.966520,0.047600,0.490550,0.092723,0.092522,0.039651,0.071103
128_TAO_id_13_Environment_tr_500_1st_7,0.835248,0.910386,0.145847,0.510019,0.248015,0.247020,0.019567,0.074659
086_SVDB_id_3_Medical_tr_533_1st_633,0.171007,0.719007,0.123327,0.627516,0.187113,0.673438,0.184505,0.213173
118_TAO_id_3_Environment_tr_500_1st_7,0.428427,0.800254,0.046460,0.491929,0.094234,0.093068,0.048154,0.081162
117_TAO_id_2_Environment_tr_500_1st_1,0.671886,0.807705,0.138212,0.497349,0.245388,0.244690,0.015087,0.065666
087_SVDB_id_4_Medical_tr_5421_1st_5521,0.271808,0.846233,0.180185,0.754389,0.378408,0.712480,0.243300,0.193884
091_SVDB_id_8_Medical_tr_500_1st_126,0.221360,0.747422,0.194444,0.689041,0.270018,0.791759,0.096895,0.135007
111_SVDB_id_28_Medical_tr_1791_1st_1891,0.292923,0.833611,0.195224,0.724120,0.367514,0.744885,0.318386,0.237454
122_TAO_id_7_Environment_tr_500_1st_19,0.771154,0.912513,0.098784,0.515778,0.176012,0.173198,0.026693,0.074175
109_SVDB_id_26_Medical_tr_1038_1st_1138,0.219451,0.705666,0.170964,0.602476,0.236713,0.686616,0.184585,0.219530
121_TAO_id_6_Environment_tr_500_1st_7,0.835248,0.910386,0.145847,0.510019,0.248015,0.247020,0.019567,0.074659
119_TAO_id_4_Environment_tr_500_1st_1,0.933464,0.973559,0.098236,0.505673,0.173014,0.172697,0.018747,0.064133
125_TAO_id_10_Environment_tr_500_1st_9,0.961819,0.985489,0.094439,0.506566,0.173754,0.172363,0.018627,0.064835
123_TAO_id_8_Environment_tr_500_1st_62,0.857243,0.966349,0.049616,0.509005,0.094472,0.092886,0.045211,0.079163
126_TAO_id_11_Environment_tr_500_1st_7,0.966172,0.984486,0.100426,0.505241,0.175142,0.175032,0.027003,0.076669
124_TAO_id_9_Environment_tr_500_1st_1,0.873348,0.971784,0.049698,0.507604,0.092935,0.095205,0.030125,0.062758
030_MITDB_id_12_Medical_tr_50000_1st_84572,0.068658,0.683040,0.061737,0.642216,0.117886,0.601064,0.066013,0.117205
088_SVDB_id_5_Medical_tr_500_1st_168,0.201298,0.721089,0.124534,0.586250,0.234345,0.838566,0.316750,0.310839
120_TAO_id_5_Environment_tr_500_1st_3,0.963216,0.983004,0.093246,0.493510,0.174612,0.174199,0.020673,0.068521
172_SWaT_id_2_Sensor_tr_23700_1st_23800,0.130369,0.388036,0.130352,0.376384,0.222726,0.858929,1.399515,0.062981
