dataset_id,family,test_length,n_eval_rows,n_anomaly_events,n_eval_anomalies,n_label_pos,n_label_neg,normal_mse,normal_mae,normal_mse_median,normal_mae_median,normal_mse_strict,normal_mae_strict,normal_mse_strict_median,normal_mae_strict_median,n_normal_target,n_normal_strict,sliding_window,auroc_D_w_z,vus_pr_D_w_z,vus_roc_D_w_z,auc_pr_D_w_z,standard_f1_D_w_z,pa_f1_D_w_z,vus_error_D_w_z,status,error
PSM,PSM,217624,202050,0,0,24381,193243,0.1487661572712951,0.2042145940504739,0.0588876816996389,0.1679688725313626,0.1494124597615216,0.2043817815905742,0.0584726875415854,0.1722414459086621,142956,129505,125,0.4820903268227513,0.1207587990853741,0.5007995416657739,0.1012630953971136,0.2019272973408174,0.5435485590419672,,ok,
MITDB_id_13,MITDB,450000,434426,0,0,9807,440193,0.0346483719996978,0.1167105626717806,0.034648371999697,0.1167105626717794,0.0338112801330329,0.1156602111198052,0.0338112801330325,0.1156602111198043,389906,381775,278,0.6320524889502598,0.0514597780313689,0.7270748144727985,0.0586761313257245,0.0718608202437353,0.7907884465261514,,ok,
SVDB_id_1,SVDB,230400,225934,0,0,3537,226863,0.1646081225755148,0.230966803622494,0.1646081225755125,0.2309668036224965,0.161515005904202,0.2285505088857806,0.161515005904201,0.2285505088857833,213741,207544,109,0.6092396922507493,0.0411905087519338,0.6927133422574817,0.0269657936958686,0.0675538380362812,0.5777304533008822,,ok,
SVDB_id_19,SVDB,230400,214826,0,0,13376,217024,0.1024242775070517,0.177458391559138,0.102424277507051,0.1774583915591361,0.1009387923487334,0.1763291073158793,0.1009387923487327,0.1763291073158773,166737,165232,95,0.8956734127078002,0.2618405366053855,0.8992486915704275,0.2769017349969833,0.3950426798795675,0.9893637012816175,,ok,
LTDB_id_3,LTDB,100000,99426,0,0,31565,68435,0.7473655071710942,0.5289784371915702,0.7473655071710975,0.5289784371915491,0.7708197137292204,0.529446456219728,0.7708197137292182,0.5294464562197351,67840,38665,73,0.6769893731144763,0.5841319052557925,0.751168989776753,0.4853379512043096,0.5348633286664823,0.9003149262573664,,ok,
SVDB_id_23,SVDB,150000,138176,0,0,676,149324,0.0939574699595228,0.1848122811531375,0.0939574699595222,0.1848122811531247,0.0931467919063398,0.184247080730791,0.0931467919063391,0.1842470807307785,111537,111155,104,0.9390716786927248,0.082521886553423,0.9462837846936604,0.0907948294337914,0.1990103296099912,0.9926578560939796,,ok,
SVDB_id_21,SVDB,230400,214826,0,0,3503,226897,0.0605761750781304,0.1468464851757348,0.0605761750781303,0.1468464851757354,0.0531849202410738,0.1427303994727818,0.0531849202410738,0.1427303994727828,176610,173032,124,0.7930412150287208,0.1002905253387614,0.8536556880555192,0.0747117211538852,0.1452729342238048,0.9217223827211446,,ok,
SVDB_id_13,SVDB,230400,229826,0,0,7733,222667,0.6233813825972269,0.4355956762966053,0.6233813825972274,0.4355956762966141,0.6030268485981278,0.4258851831178867,0.6030268485981277,0.4258851831178947,222050,210117,123,0.6397842784071406,0.0706519107050925,0.7315198299885088,0.0497999768996331,0.1044161086201917,0.6738519212746017,,ok,
SVDB_id_12,SVDB,230400,227946,0,0,7464,222936,0.347403230937406,0.3317798621125781,0.3474032309374123,0.3317798621125944,0.3395574249476146,0.3258439559904395,0.3395574249476218,0.3258439559904562,216538,203879,110,0.6062604223313495,0.0586636170957828,0.6950769169501538,0.0409547121526957,0.082090440891769,0.557970582981004,,ok,
SVDB_id_20,SVDB,230400,226175,0,0,6151,224249,0.2729706648668163,0.2321135771734386,0.2729706648668186,0.2321135771733897,0.2594120105530213,0.2244748164947191,0.2594120105530219,0.2244748164946848,211889,195332,77,0.6787414164112151,0.0626082318559873,0.7596631361351323,0.0436189566892007,0.103603483032956,0.5275834011391375,,ok,
SVDB_id_18,SVDB,230400,229270,0,0,16102,214298,0.9276802506858683,0.5646163497576108,0.9276802506858632,0.56461634975757,0.8547865388985983,0.5411782303534585,0.8547865388985916,0.5411782303533961,212292,189776,125,0.6911318912312638,0.2092040131611312,0.7714155227870907,0.151554692740216,0.2426482967212252,0.7726623840114204,,ok,
SVDB_id_25,SVDB,230400,229454,0,0,7048,223352,0.4925167837025249,0.3580597106055928,0.4925167837025249,0.3580597106056275,0.4377999112610971,0.3398406714966979,0.4377999112610973,0.339840671496726,221977,213735,81,0.8289754839573814,0.1897251494670008,0.8652706076123503,0.1708724710833123,0.2528913959714362,0.7248147243260852,,ok,
SVDB_id_22,SVDB,150000,149426,0,0,12827,137173,0.5928708270183332,0.5051376557000986,0.5928708270183325,0.5051376557001217,0.5589148398796885,0.4908497008531621,0.5589148398796879,0.4908497008532229,136590,119687,145,0.6586055267630155,0.194300277367668,0.7616084193693099,0.1250384406876831,0.2391521566421886,0.7948693343569075,,ok,
SVDB_id_2,SVDB,230400,214826,0,0,8578,221822,0.1121252675387679,0.172672854083714,0.1121252675387681,0.1726728540836947,0.1035973284839526,0.1655024786215064,0.1035973284839532,0.1655024786214932,171535,155542,131,0.685177460832186,0.0837058081374982,0.7686793817669181,0.0609265421556427,0.1297879143830209,0.712873537098057,,ok,
SVDB_id_15,SVDB,230400,229826,0,0,14599,215801,1.2132581682040096,0.7407285885728556,1.213258168204022,0.740728588572851,1.1501547331247304,0.722668480199769,1.1501547331247275,0.7226684801997655,215121,182300,102,0.6154594789260157,0.1715138367016447,0.7168484936018086,0.1124328796124942,0.1810763139326333,0.6155908082949534,,ok,
SVDB_id_31,SVDB,100000,91926,0,0,497,99503,0.0455416019566097,0.1282581458924401,0.04554160195661,0.1282581458924413,0.045175451686184,0.127843940425815,0.0451754516861842,0.1278439404258163,74216,73834,119,0.7580113809496375,0.0173811191025121,0.7968579369473122,0.0150441958169025,0.0388783558855151,0.8331936295054484,,ok,
SVDB_id_24,SVDB,230400,219984,0,0,6319,224081,0.0562940454804248,0.1498825687996891,0.0562940454804249,0.1498825687996779,0.0525624389745171,0.1448205636468712,0.0525624389745167,0.1448205636468621,191130,177137,105,0.7613243393023138,0.1936619904950012,0.861407785182676,0.1337253852723194,0.1916807257593943,0.8713751169317119,,ok,
MITDB_id_1,MITDB,150000,138176,0,0,18610,131390,0.2024983384784149,0.1760505756324435,0.2024983384784154,0.1760505756324448,0.2021836212717797,0.1757623180670903,0.2021836212717803,0.1757623180670916,93603,93221,140,0.8108993742311111,0.4066609875227081,0.812200622908942,0.4118385266108751,0.4338184288791346,1.0,,ok,
SVDB_id_29,SVDB,230400,227358,0,0,2559,227841,0.2910040619940671,0.3290960104637078,0.2910040619940688,0.3290960104637426,0.289744016551115,0.32861403248544,0.2897440165511166,0.3286140324854741,219453,214698,114,0.5445197003698782,0.0177061665499335,0.6306719562440586,0.0130650714561018,0.0266369318162281,0.6941540843979869,,ok,
SVDB_id_7,SVDB,50000,45778,0,0,2562,47438,0.0601204484464661,0.1212923536934571,0.0601204484464654,0.121292353693456,0.0221934950855221,0.0921330249703953,0.0221934950855221,0.0921330249703942,35130,30397,112,0.7707301932438937,0.3132203503240079,0.8303689322849629,0.2366530517820606,0.3815578668066219,0.959272439699486,,ok,
SWaT_id_1,SWaT,14996,13297,0,0,1986,13010,304.4619565412047,0.317156174246084,0.0017854318403609,0.0150944594391256,60.694499869678296,0.1266081694491039,0.00157651414761,0.0115892577204876,8974,7176,125,0.6813137388313119,0.3308875562227489,0.7434163663986242,0.2539574702200565,0.3811572060994659,0.3479909021986353,,ok,
SVDB_id_27,SVDB,230400,220578,0,0,7847,222553,0.0482168103644154,0.1258280129632663,0.0482168103644148,0.1258280129632682,0.0419574477820705,0.1203114182253082,0.0419574477820699,0.1203114182253094,191595,181198,138,0.7816953393445286,0.1177912637508099,0.8481054664776999,0.087067348132276,0.1976130461297735,0.753988035892323,,ok,
SVDB_id_30,SVDB,230400,228460,0,0,10058,220342,0.4164252063984388,0.3386868210617504,0.4164252063984386,0.3386868210617423,0.3815528826319667,0.3218781959561785,0.3815528826319693,0.3218781959561708,215669,199903,8,0.769179096266299,0.1974365886138177,0.7641472724578231,0.1932750744242072,0.2799953411817914,0.7896339989363245,,ok,
MITDB_id_12,MITDB,620000,604426,0,0,26771,593229,0.0567371434448415,0.1558766907792571,0.056737143444842,0.1558766907792403,0.055258636420755,0.154128406987335,0.0552586364207554,0.154128406987323,542942,525914,303,0.6005434773829248,0.0720127744747839,0.6908014540631594,0.0508692879460616,0.1070892998597175,0.6284146567249592,,ok,
SVDB_id_6,SVDB,230400,214826,0,0,3108,227292,0.1513806421228245,0.2053484274555848,0.1513806421228222,0.2053484274555739,0.1478345760563044,0.2035787584729012,0.1478345760563037,0.203578758472888,177005,174614,96,0.8158412943931133,0.0438266770971952,0.837336344000858,0.0386604958648436,0.0757178994884594,0.8398751847594021,,ok,
SVDB_id_10,SVDB,230400,229826,0,0,18107,212293,0.4186467170112488,0.4038067003903762,0.4186467170112497,0.40380670039037,0.3888076824659084,0.383710494784835,0.3888076824659048,0.3837104947848384,211776,174972,87,0.6123271479375125,0.1901694671140683,0.7194958293631357,0.1253428949552136,0.1847079860416085,0.7092793329362715,,ok,
SVDB_id_16,SVDB,230400,229491,0,0,16389,214011,1.6619951392480268,0.7768248961498231,1.6619951392480303,0.7768248961497761,1.5271244994602091,0.7349167502782624,1.527124499460206,0.7349167502782381,212693,174236,81,0.7201767398857993,0.2290518169970405,0.7771087013063802,0.1544908289377172,0.2515545016115182,0.4675543392453029,,ok,
SVDB_id_3,SVDB,230400,229826,0,0,16121,214279,0.4737152913956595,0.4009664024715099,0.47371529139566,0.4009664024714886,0.3842105568076825,0.3657282955226699,0.3842105568076852,0.3657282955226388,213586,182228,104,0.6337294589695667,0.1499367104455614,0.7395656614701578,0.0941891356455952,0.1917787480093059,0.535894538606403,,ok,
TAO_id_1,TAO,10000,9426,0,0,492,9508,0.2174111713593251,0.3574188454354977,0.2513459814473189,0.3887445343725833,,,,,8760,0,125,0.4967591476240803,0.805157966842269,0.9449340516427088,0.0554194062376858,0.0947441524676757,0.0944231336677486,,ok,
SVDB_id_9,SVDB,230400,229023,0,0,12102,218298,0.6017938721898666,0.4629418775803248,0.6017938721898659,0.4629418775803335,0.5876787252683625,0.4568101467571707,0.5876787252683531,0.4568101467571799,215502,208600,128,0.9224337351424652,0.5735553394796669,0.9397528626933872,0.5173552911187986,0.6175764259642187,0.8498220640569395,,ok,
TAO_id_12,TAO,10000,9426,0,0,485,9515,0.1807244633018152,0.3204513439675057,0.2016599526983182,0.3539671306151756,,,,,8766,0,125,0.4945514136658884,0.8257824440377889,0.9517576500181396,0.0577571946596746,0.0925210557821091,0.0925219381915299,,ok,
TAO_id_3,TAO,10000,9426,0,0,488,9512,0.2367136775977976,0.3604664378410563,0.2698409168000834,0.4020263378499131,,,,,8762,0,18,0.5107372999076232,0.3284695840927611,0.750099758278795,0.0512673917782398,0.0947532596459255,0.0966478014801915,,ok,
SVDB_id_8,SVDB,230400,229826,0,0,17822,212578,0.3274966073110498,0.3395544135056396,0.3274966073110437,0.3395544135056689,0.3194726994160213,0.3343260191095616,0.3194726994160175,0.3343260191095906,211935,190359,101,0.740318963281084,0.3231082146083055,0.7836168718770066,0.3104028053297115,0.3291564277052822,0.8809143352381984,,ok,
SVDB_id_4,SVDB,230400,228199,0,0,12809,217591,0.0846690013153614,0.1636735085213601,0.0846690013153615,0.1636735085213653,0.0590689875547702,0.1440043547620403,0.05906898755477,0.1440043547620418,212022,188352,118,0.6852564341274082,0.1817418315338383,0.7951406524510561,0.1084536651990001,0.1880261021628254,0.8812775166032386,,ok,
SVDB_id_26,SVDB,230400,229514,0,0,20820,209580,0.9586396856743254,0.6646041215006043,0.9586396856743478,0.6646041215006262,0.8344690635332608,0.6239965502697491,0.834469063533267,0.623996550269764,208400,166445,106,0.5778537908120344,0.2303519370548324,0.6740921535100776,0.1650240128743963,0.2639303483122751,0.5353595837376887,,ok,
SVDB_id_28,SVDB,230400,229288,0,0,21980,208420,0.9108683806072948,0.5711728208091391,0.9108683806072992,0.571172820809158,0.7830624200172008,0.5185498245161634,0.7830624200171956,0.5185498245161553,206495,165824,125,0.6418231274752396,0.2136593308384172,0.7595456086625593,0.1347686015081282,0.2514930102334472,0.6665057449068263,,ok,
TAO_id_8,TAO,10000,9426,0,0,487,9513,0.4141678378669045,0.4887132407515095,0.495449891504185,0.5446676632424977,,,,,8759,0,136,0.4851761266491267,0.8364232681920287,0.9491770608877804,0.0499270579917893,0.0949970490568021,0.0948824063793277,,ok,
TAO_id_11,TAO,10000,9426,0,0,959,9041,0.2701588014711168,0.3992306507745879,0.322261376910435,0.4512272740556175,,,,,8322,0,287,0.5171821821088705,0.9609069410050064,0.9850863893098332,0.101197133528541,0.1777586746904985,0.1799422203879488,,ok,
TAO_id_9,TAO,10000,9426,0,0,483,9517,0.1411790000125431,0.2837650982100623,0.1621526125429226,0.3161036994015189,,,,,8776,0,125,0.4986401146384883,0.7986478447020127,0.9370214401897766,0.0522145786121628,0.0933574381089136,0.0938231403276686,,ok,
TAO_id_4,TAO,10000,9426,0,0,945,9055,0.1906782099841856,0.3345271584726861,0.2227782778726462,0.3692485789658982,,,,,8351,0,142,0.4682907218964646,0.9095173091856442,0.9669582954834016,0.0891523079296746,0.1727723283560169,0.1732433203384995,,ok,
TAO_id_10,TAO,10000,9426,0,0,943,9057,0.2619690012504059,0.3902365014278149,0.2919892874425619,0.4227308244357133,,,,,8355,0,297,0.5075396180031475,0.9620238868437382,0.9853369594237426,0.0988340781462427,0.1747253732117894,0.1760628465804066,,ok,
SVDB_id_14,SVDB,230400,229516,0,0,27789,202611,1.442595253612009,0.7506103049061094,1.4425952536119966,0.7506103049060864,1.110545631376934,0.6615956695019981,1.1105456313769184,0.6615956695019862,201428,142213,99,0.6072127871341355,0.2251671119257092,0.7152453655251872,0.1505643956631079,0.313642302175055,0.5908392984580784,,ok,
TAO_id_2,TAO,10000,9426,0,0,1395,8605,0.2223999056993252,0.3651179728891697,0.2288725450202581,0.3771896307201816,,,,,7943,0,21,0.4946575196966005,0.6624501913384777,0.8461389184474407,0.140184459817477,0.2451217290188826,0.2451023456030923,,ok,
TAO_id_13,TAO,10000,9426,0,0,1409,8591,0.2462914408249905,0.3829810920244145,0.2767116146876774,0.4143873981455407,,,,,7901,0,42,0.5088767859873492,0.8322637856715043,0.9204117691415368,0.1414959172528682,0.2494648781146825,0.2521489971346705,,ok,
SVDB_id_5,SVDB,230400,229826,0,0,22858,207542,1.0701501969229343,0.6828630201376309,1.0701501969229374,0.6828630201376668,1.111906297259921,0.696292508708577,1.1119062972599258,0.6962925087086037,206876,153251,100,0.5325798365780583,0.1368984873419823,0.6161808901447985,0.1055912339788266,0.1883129254686554,0.735029629936596,,ok,
TAO_id_7,TAO,10000,9426,0,0,948,9052,0.2735926244493235,0.4006475671660575,0.3128802002108634,0.4359754877672947,,,,,8334,0,40,0.5037031119774915,0.7257634345667032,0.8935477749242021,0.0965407899364537,0.1754598840115033,0.1752781211372064,,ok,
TAO_id_5,TAO,10000,9426,0,0,954,9046,0.2317725168353776,0.3704681931283862,0.2632972864856258,0.4022713150555125,,,,,8336,0,294,0.5175569567331381,0.9623580732328983,0.9858367334085644,0.1030376165911725,0.1768779981024989,0.1801290322580645,,ok,
TAO_id_6,TAO,10000,9426,0,0,1409,8591,0.2703991569893342,0.4000028656715059,0.29904591457931,0.4317432230311939,,,,,7901,0,42,0.5065973443910594,0.8275777952293422,0.9188671992694528,0.142808737521577,0.2500674959635981,0.251207729468599,,ok,
SWaT_id_2,SWaT,399919,392235,0,0,50118,349801,2.082840045497699,0.0892007605101662,0.0127716333422475,0.0337991408173043,0.1866790378320246,0.0792885132709488,0.0124714891006662,0.0332848774499901,326001,318724,125,0.3831529229464323,0.1060861635571885,0.3937158981378762,0.1013912058734559,0.2227263742201451,0.8518259061737322,,ok,
