dataset_id,family,test_length,n_eval_rows,n_anomaly_events,n_eval_anomalies,n_label_pos,n_label_neg,normal_mse,normal_mae,normal_mse_median,normal_mae_median,normal_mse_strict,normal_mae_strict,normal_mse_strict_median,normal_mae_strict_median,n_normal_target,n_normal_strict,sliding_window,auroc_D_w_z,vus_pr_D_w_z,vus_roc_D_w_z,auc_pr_D_w_z,standard_f1_D_w_z,pa_f1_D_w_z,vus_error_D_w_z,status,error
MSL_id_12,MSL,2218,1644,0,0,26,2192,0.1608124148269585,0.0472146243180685,9.90903782245098e-08,0.0003130839145722,0.1664067200372476,0.0469206259647117,9.877111347351548e-08,0.0003125981550541,1351,969,125,0.7315412689500281,0.0460830757055569,0.837490902890565,0.0207818807056332,0.0624993945371154,0.4126984126984127,,ok,
MITDB_id_9,MITDB,100000,91926,0,0,433,99567,0.0444401298764878,0.1114261387442743,0.044440129876488,0.1114261387442731,0.0428576928475622,0.110833003785514,0.0428576928475622,0.1108330037855133,74280,73898,119,0.7530755515492938,0.0207150010982274,0.7904214471604184,0.0265045577706864,0.0580813380692262,0.9988465974625144,,ok,
MSL_id_15,MSL,1096,522,0,0,112,984,1854.6857216360827,4.602855705641244,1.5043389054415924e-08,0.0001103180889427,,,,,204,0,9,0.8271042029616725,0.2836688570531654,0.8143578356519612,0.2419438378277457,0.4988084463832796,0.6778242677824268,,ok,
MSL_id_14,MSL,2303,1729,0,0,301,2002,0.2236941368026985,0.0648055817060487,1.5747995042783217e-07,0.0003939207083149,0.2374317843665339,0.0645103272904506,1.5769756567111018e-07,0.0003943835961806,1140,758,15,0.7185057467449494,0.2423383428610123,0.727325937806234,0.2351428740631324,0.4029147814977145,0.9933993399339934,,ok,
MSL_id_13,MSL,6100,5068,0,0,181,5919,118.7822356530943,0.3921580314318984,9.476023859900604e-09,7.920784403289547e-05,9.571841172745804,0.1904621117525966,9.483803087196969e-09,7.923340145563042e-05,4107,3725,125,0.8866465236493771,0.4560392634881125,0.9335177418372784,0.2386082473941397,0.4949651878704937,0.9329896907216496,,ok,
MSL_id_16,MSL,2049,1475,0,0,181,1868,0.1938627459048305,0.0715972610635382,8.67675523546995e-09,8.766928018814913e-05,0.1804043795293858,0.0694042154464121,8.761736599333085e-09,8.835541898045003e-05,1069,956,125,0.6943077359896836,0.3152603410980918,0.7808800279240984,0.233641731765912,0.3049718005653479,1.0,,ok,
MSL_id_2,MSL,3535,2961,0,0,228,3307,0.1381109056754355,0.0364437158167588,3.654241543091845e-08,0.0001530785115085,0.1264344717520386,0.0339778522483851,3.4053691279351194e-08,0.0001442167409432,2137,1495,40,0.7413235613982037,0.1304854852032217,0.7729223302285216,0.114254696753804,0.3021213674571504,0.6137281292059219,,ok,
MSL_id_3,MSL,2430,1856,0,0,121,2309,0.1515014535299861,0.0252771860525733,1.212833314565663e-07,0.00034739734513,0.1363068101114299,0.0240752939971675,1.2116766648522e-07,0.0003472831749081,1613,1392,125,0.4229103508012126,0.1133566687687116,0.4310287593826633,0.0787247885491216,0.145957633673806,0.1448234590065829,,ok,
LTDB_id_1,LTDB,100000,98340,0,0,14781,85219,1.3182217959065865,0.6260345063101692,1.3182217959065796,0.6260345063101729,0.8229749011453715,0.4957072812104258,0.8229749011453675,0.4957072812104319,81409,66535,100,0.8773319736270508,0.6345647628816332,0.9347782622781888,0.4599869466036526,0.5746990234017211,0.8152732144566015,,ok,
MSL_id_5,MSL,5054,4135,0,0,423,4631,0.2311535753675938,0.0420759843673655,1.221562099849386e-08,0.0001078338385467,0.221294277920555,0.0403607549731158,1.217163084079454e-08,0.0001076032549744,3381,2520,9,0.4689891792029559,0.1291530803550524,0.4804555212010465,0.1190179621956143,0.200679156884699,0.9266155531215772,,ok,
MSL_id_4,MSL,3422,2848,0,0,71,3351,0.114190744276993,0.0353962166141815,4.02337363782153e-08,0.0001962422523481,0.1207412157033882,0.0364440298566851,4.004633147615361e-08,0.0001958039914796,2209,1827,228,0.8201966198864329,0.1326045639218313,0.907689810163752,0.0554046912080677,0.1263393327566203,0.6425339366515838,,ok,
MSL_id_6,MSL,3922,3054,0,0,151,3771,0.1096235695559133,0.0270064999842196,9.310976604623327e-08,0.000303026344009,0.104886009091469,0.0252849342318952,9.31944590797578e-08,0.0003032036236142,2504,2188,260,0.7921941761894978,0.7371851672736608,0.9455666087928036,0.2961169829421689,0.5689100214564453,0.917933130699088,,ok,
MSL_id_8,MSL,2856,2282,0,0,21,2835,0.1882550698178962,0.0311417399772646,2.374336000263261e-08,0.0001497141732487,0.1441574454985355,0.0269778459491171,2.4250374660441547e-08,0.0001510044484687,1834,1452,125,0.5488368186780885,0.1606430661256549,0.8927956456544803,0.0123904164898628,0.0552977910467899,0.1875,,ok,
MSL_id_9,MSL,2217,1643,0,0,69,2148,0.1848168487859585,0.0573747957087524,9.532514905094885e-08,0.0003023976709162,0.1755224979044725,0.0561016663728398,9.500696005978644e-08,0.0003021453433934,1307,925,70,0.8034572099425149,0.0961397164734703,0.8388376325615795,0.0783804418210465,0.1510776189273124,0.9857142857142858,,ok,
MSL_id_7,MSL,2625,2051,0,0,222,2403,0.4103594165338007,0.0726931008241342,0.0006996117904769,0.0017539111634672,0.31947327631195,0.06675663991526,2.0943394972003608e-09,3.5874518623935175e-05,1460,929,181,0.890832780345889,0.4738087633283844,0.9168115258021846,0.348071705509379,0.4748820607670004,0.9481132075471698,,ok,
OPPORTUNITY_id_2,OPPORTUNITY,5162,4274,0,0,469,4693,14168785.701244548,97.75511534823436,1.5359672546551528,0.8422315684551702,12693237.926049436,93.02870607893855,1.4594318428662263,0.8390036215762768,3548,3261,35,0.4412367101208214,0.0888101043127226,0.4494086854756833,0.0847713688895922,0.2074896793897011,0.1666074600355239,,ok,
MITDB_id_7,MITDB,150000,138176,0,0,3696,146304,0.0339513962623488,0.1152915161534584,0.0339513962623489,0.1152915161534561,0.0294652060110634,0.1115097022815562,0.0294652060110637,0.1115097022815551,108517,106806,240,0.8996450757339044,0.42286484080059,0.9459680463943214,0.3564685264169329,0.4313892503213374,0.8404562737642586,,ok,
OPPORTUNITY_id_4,OPPORTUNITY,9323,8749,0,0,438,8885,27552649.24809928,179.8759308387582,0.9837466669603055,0.6067785647048289,28256367.087956782,182.6769044211789,0.980033945617454,0.6013775238934638,7890,7603,125,0.4140700683261256,0.0513048007936139,0.4569778062788538,0.0440806944537795,0.1073680582925294,0.5090063916327716,,ok,
OPPORTUNITY_id_5,OPPORTUNITY,6980,5882,0,0,480,6500,17.596508777541228,0.5225738002581076,0.4608491171827165,0.3176373131497493,6.051867818151016,0.44247273573371,0.2254548689326264,0.2596359147206508,4468,4373,125,0.9732121794871796,0.7957777477591715,0.9782557645198716,0.7541443221951211,0.6616491831452116,1.0,,ok,
OPPORTUNITY_id_3,OPPORTUNITY,28066,25387,0,0,330,27736,3.309567645749364,0.4322369628346231,0.1742880274395347,0.2012750325835237,3.3400890829077903,0.4320034340475596,0.165650905270691,0.1955772298024246,20433,20051,36,0.3217411350307226,0.0090579592992451,0.33027037701901,0.0083068210851084,0.0272120598426085,0.0232435287902799,,ok,
OPPORTUNITY_id_1,OPPORTUNITY,24693,23578,0,0,721,23972,20665298.63936393,124.36067877979008,8.2518618189461,1.4981380886686266,20840008.671003003,125.3773762867948,7.926838900918667,1.501403299125451,22071,21497,34,0.2686554331880028,0.0202496693467376,0.22946409703785,0.019448743236141,0.0580019306678708,0.2830917874396135,,ok,
OPPORTUNITY_id_6,OPPORTUNITY,16515,15497,0,0,355,16160,13612012.52973434,114.16767394868688,1.3705610467937053,0.7391804208744499,13726773.419687238,114.9031704519304,1.365342645275199,0.725374938112638,14583,14296,125,0.1789015653325895,0.0167293770911218,0.215769927813384,0.0151853084480367,0.0439053278049195,0.0420890390657418,,ok,
SMAP_id_1,SMAP,8209,7019,0,0,1121,7088,0.4865219284075341,0.1280938963474683,0.3107496178111169,0.0311586889401442,0.3230834127501339,0.1205493960212959,0.3379322020334661,0.0338754616687915,4749,4367,37,0.9754377490671624,0.8572025883604316,0.977816168911113,0.8531671510831926,0.8907513193591394,1.0,,ok,
SMAP_id_10,SMAP,7361,6235,0,0,41,7320,0.58300501913042,0.1846022944759046,0.765542711402027,0.082864541006011,0.563674429512027,0.1827679986948369,0.6892363404782524,0.0803324545884622,5193,4811,125,0.8822104491536719,0.1796256898369304,0.9692780798929324,0.1081268559422336,0.1858951530934504,1.0,,ok,
OPPORTUNITY_id_8,OPPORTUNITY,26969,25946,0,0,625,26344,12549647.081952412,94.43098704431864,3.325967698622839,0.9643315366915364,12784164.50665187,95.73551149864257,3.1707097881389625,0.961826960668785,24749,24175,35,0.2260886729426055,0.0153932360491945,0.1786550858086033,0.0146981613215778,0.0456133332800131,0.1050390347764372,,ok,
SMAP_id_11,SMAP,8469,7259,0,0,121,8348,0.6120703927471566,0.184223659617978,0.8851939993164682,0.0890641167050893,0.5956076879164133,0.1830515534266819,0.7217096775952344,0.0880290129933107,5944,5562,95,0.8167106883620364,0.0714317576259347,0.8774988338339269,0.0519509030251356,0.1291145794984517,0.0281755734078472,,ok,
OPPORTUNITY_id_7,OPPORTUNITY,21706,20506,0,0,818,20888,13577757.158655288,100.56873676561612,4.6038319846862485,1.0139123469445177,13667174.141780218,101.7769081896321,4.4040962182049,1.0050304550118383,18703,18129,125,0.2583178804830793,0.0291655902553314,0.3031893668359869,0.0258679078150582,0.0745255215823737,0.6097201767304861,,ok,
SMAP_id_12,SMAP,7628,6481,0,0,51,7577,3.0443302372112786,0.2189177735989968,0.957570515143496,0.1063066557387632,0.6525842606431477,0.1772562138663487,0.8166340561688881,0.1062659105681779,5383,5001,6,0.7420444223617917,0.126280187771238,0.7539698750085246,0.1298698008286455,0.2828232875078801,0.9532710280373832,,ok,
SMAP_id_13,SMAP,4693,3767,0,0,51,4642,31931.758324642564,7.1375873589107375,1.5230244813498456e-06,0.0012322140988626,0.0527115777863685,0.032874244317582,1.5257410525169833e-06,0.0012332264418364,3182,2800,125,0.8751341122403291,0.1548391621226753,0.9534815732334384,0.0755202025773311,0.2457117961068579,0.3517241379310344,,ok,
SMAP_id_15,SMAP,8300,7103,0,0,66,8234,5.454015954582583,0.156928028471959,0.2856704804447654,0.0649297212933273,0.3111544652317239,0.1045084382673515,0.2955390488498833,0.0592796415339582,5872,5490,97,0.9637000316499952,0.2968513276922398,0.9861817717751316,0.3162208841155723,0.3592782660109933,1.0,,ok,
SMAP_id_14,SMAP,8505,7293,0,0,322,8183,0.2935610432558373,0.1005903387388603,0.2941369104764967,0.0614113514464243,0.309956496777559,0.1015601230329091,0.307311551339966,0.0673743870590578,5770,5101,98,0.9086019873043872,0.5780794150950745,0.9131668081399208,0.8217012760843165,0.8805411240945129,0.9139966273187184,,ok,
SMAP_id_16,SMAP,7029,5927,0,0,268,6761,0.0506745361769774,0.0139871214335327,7.632214416354882e-09,6.738998159894566e-05,0.0305685019611582,0.0079801663041324,7.347803069747373e-09,6.576093667904553e-05,4717,3761,16,0.5576343802360774,0.0633342997685239,0.580312715194134,0.0545006812897826,0.1778094179983153,0.4492753623188406,,ok,
SMAP_id_18,SMAP,8302,7105,0,0,351,7951,0.306841459776751,0.1116811555566974,0.3255738424224655,0.0644826404190606,0.3156570300192913,0.1142693336567987,0.3333538634232173,0.0555937176921345,5589,5207,98,0.8783367212495624,0.8426674232716042,0.8991151416384532,0.8304325053913248,0.8902771820029315,1.0,,ok,
SMAP_id_17,SMAP,7331,6207,0,0,448,6883,0.3038893844839427,0.1302050261176815,0.2242841613665844,0.0198020305037614,0.3162477330145428,0.134532463431317,0.242038335214218,0.0090783878596223,4764,4382,125,0.7995955355845665,0.1666706905423293,0.824021091584354,0.153316477764038,0.3401480924128644,0.1151967086654667,,ok,
SMAP_id_19,SMAP,7632,6485,0,0,31,7601,0.145419336903346,0.0212297551194805,1.4343869425537156e-07,0.0002730469390515,0.0084154246539346,0.0106909970189584,1.471897174433931e-07,0.000276296787775,5406,5024,87,0.7334264167278499,0.0830920614724616,0.9002500447500513,0.0393066932853904,0.1369814150739061,0.8985507246376812,,ok,
SMAP_id_2,SMAP,8532,7318,0,0,623,7909,0.2781917255280319,0.1013710329280782,0.3389038856684671,0.0413969707272854,0.2687958820321581,0.1026385290651126,0.3463709189525897,0.0444847308154483,5489,5107,98,0.9039122181751614,0.7667064466772964,0.9162275730129856,0.7413724559309535,0.721867261078353,1.0,,ok,
SMAP_id_23,SMAP,4453,3545,0,0,41,4412,2070.5931013743275,1.9807509961381349,5.522108922787637e-07,0.0007396517688357,0.0326098380348102,0.0268598337636486,5.552207370278315e-07,0.0007416446392797,3012,2630,6,0.7692324702032152,0.0619541792164518,0.7826359421906856,0.0483085360969728,0.186966785407229,0.2426035502958579,,ok,
SMAP_id_20,SMAP,8205,7015,0,0,186,8019,0.6690980177997705,0.1809837460977641,0.9571427189748622,0.1078469954520612,0.6348212028460625,0.1786976597550707,0.9491493091329904,0.1035783057391265,5681,5299,93,0.9037360194269792,0.1346345186955636,0.9213003718225996,0.113874988020385,0.237532690015595,0.0443384982121573,,ok,
SMAP_id_21,SMAP,7907,6740,0,0,51,7856,0.5410506185999043,0.1606113754670202,0.7615766128280583,0.0756580205708516,0.5241904445904666,0.1596567603584723,0.7681529743771139,0.0641647261373522,5593,5211,125,0.7416212411644902,0.1131131824815104,0.9215774525362702,0.031511397281604,0.1018047051441819,0.4063745019920319,,ok,
SMAP_id_22,SMAP,8516,7303,0,0,508,8008,0.2737402508666854,0.1017754114964422,0.2852135113881887,0.0444016406392898,0.2920332055055078,0.1036200834356287,0.3238872924496683,0.0503749672640821,5592,4923,98,0.7298294717093929,0.5513493471290016,0.75944693924433,0.6113279422579628,0.722007965030865,0.9685279187817258,,ok,
SMAP_id_24,SMAP,8376,7173,0,0,41,8335,0.2541268049583092,0.0883174364575971,0.2694030487888185,0.0543268316757366,0.2575649660056907,0.0843783934652762,0.2765761103987923,0.0435649757850244,5954,5572,125,0.9245058305412088,0.2180129261904606,0.9788329665391798,0.1025050582275301,0.2318792355550286,0.942528735632184,,ok,
SMAP_id_26,SMAP,7244,6126,0,0,81,7163,1.2218155614959131e-06,0.0005499243315851,2.733902936025056e-07,0.0005227931926963,2.733499196080843e-07,0.0005228287658615,2.7334895655100946e-07,0.0005228278459981,5065,4683,125,0.6756342176789847,0.1047648951726758,0.78539264872386,0.0321805276267016,0.1731808563174687,0.4475138121546961,,ok,
SMAP_id_25,SMAP,8579,7405,0,0,184,8395,0.0072435023960833,0.0077044970890915,2.7421313012979488e-08,0.0001553275229342,0.0017651603568874,0.0059247135666089,2.7334232655079604e-08,0.0001548178535465,6193,5723,99,0.5432351684491287,0.0576053264243611,0.5204560217799179,0.0414801101071609,0.1571152672421178,0.6870748299319728,,ok,
SMAP_id_27,SMAP,8640,7418,0,0,85,8555,0.7191798275361417,0.187567978657475,0.928428257196459,0.1180563400395207,0.7033895194659017,0.1864139531481898,0.8667856263340793,0.1132612053412757,6108,5726,125,0.5683171176126792,0.0720395777536902,0.7389325393784734,0.0214025459175258,0.0820704365998318,0.8994708994708994,,ok,
SMAP_id_3,SMAP,8514,7301,0,0,295,8219,0.2945243740197324,0.1049311622246742,0.2856736361619448,0.0585372134227252,0.3121605487657347,0.1062865075490818,0.2995381330065647,0.0656066560258816,5804,5135,98,0.9292074379125672,0.6937748377205517,0.952571233572391,0.8014595740389433,0.8745469877983394,0.9053803339517624,,ok,
LTDB_id_4,LTDB,100000,98089,0,0,16159,83841,0.1527071609177365,0.2071314048197012,0.1527071609177354,0.207131404819701,0.1130257162217649,0.1790354831163126,0.1130257162217651,0.1790354831163134,79285,59454,115,0.7883061673266963,0.532684022377373,0.8786281450954936,0.3900725220532559,0.4744527800959754,0.924697241023462,,ok,
SMAP_id_4,SMAP,8640,7418,0,0,121,8519,0.5665605702573554,0.1843261071908798,0.8550976322904983,0.1040557137046901,0.5846524491305697,0.1867903086914803,0.8674827889912626,0.1109964561401218,6072,5690,98,0.378290044906912,0.0121478088609214,0.4347614711976535,0.0102388865999769,0.0276473910061931,0.0276255707762557,,ok,
SMAP_id_5,SMAP,8044,6866,0,0,71,7973,0.0005249478365072,0.0008589671476091,5.2377773939561554e-08,0.0002283358456344,5.11661849709002e-08,0.000226199433836,5.1163512864636334e-08,0.0002261935296701,5675,5293,125,0.8384141548147532,0.3016445332293849,0.94063067672727,0.0880013364820762,0.3062465471092433,0.4781144781144781,,ok,
SMAP_id_7,SMAP,8310,7112,0,0,281,8029,0.2885132830719376,0.1099251968636393,0.264709973358851,0.0285674602289058,0.2912663603669906,0.110522904479413,0.2838504539545664,0.0306083448635344,5665,5283,102,0.9511623567415096,0.8911244001128465,0.9720455465966882,0.8112624064411587,0.8771880281011976,1.0,,ok,
SMAP_id_6,SMAP,8512,7299,0,0,583,7929,0.3006251265086229,0.1036914409497938,0.2779809873304671,0.0662886723171215,0.3243591594303742,0.1064122813834055,0.3096443720272023,0.0705005860489168,5514,4845,98,0.6201061435679044,0.4702972362061149,0.6514366915277648,0.5368036305982526,0.6597656937540292,0.9542600896860988,,ok,
SMAP_id_8,SMAP,7884,6718,0,0,81,7803,3.369197730791299,0.2361787165685529,0.969845839291083,0.1114554344069834,0.6597137729144488,0.1960478922616065,0.8354654976855127,0.1111986751249118,5545,5163,125,0.4954409747438069,0.12538852167112,0.7256968206468044,0.0644398585564551,0.175434483014271,0.9529411764705882,,ok,
SMAP_id_9,SMAP,8294,7098,0,0,321,7973,0.2824837381576557,0.1085514481819958,0.3519977582956771,0.042357751466645,0.2928034305279197,0.1112035408779933,0.3663700919289967,0.0454379930823467,5613,5231,98,0.9844643115999364,0.953378217781378,0.9879536288888342,0.9513156256108096,0.9678406643592724,1.0,,ok,
MITDB_id_4,MITDB,300000,284426,0,0,13293,286707,0.5617792201151108,0.3431814536359429,0.5617792201151116,0.3431814536359505,0.5693181968074488,0.3461700494560537,0.569318196807451,0.3461700494560599,236420,230974,125,0.590502944438978,0.0955314818713743,0.6303017674168807,0.1083179889347547,0.1358594042413626,0.7413281281769754,,ok,
SMD_id_1,SMD,23694,21761,0,0,542,23152,0.7202352177121999,0.3045727813967067,0.508150546765756,0.2899360646310258,0.7029421394114127,0.2945255041469322,0.5335058418894465,0.2840982816384343,18395,15818,30,0.819837916977995,0.1196872851423183,0.8147887862166142,0.1353516006537958,0.2354668636264931,0.4020100502512563,,ok,
SMD_id_11,SMD,22703,21535,0,0,1083,21620,2.709129443307749,0.3569691280205702,0.4992534674254465,0.3418840153911708,0.6291180405140403,0.3373646749635786,0.5004367227426711,0.3385531640622098,19540,17585,12,0.3482836887974354,0.0362174170644335,0.3648815985778654,0.0348885812505834,0.0939374060451608,0.0910657977717048,,ok,
SMD_id_10,SMD,23687,22322,0,0,977,22710,1.3146217859082512,0.3984405226393367,0.3067652581160196,0.3902955395946061,1.0672565519308803,0.3771996650992101,0.2630957695680873,0.3831788217349106,19976,17823,21,0.8083661330820225,0.4026707375908359,0.810128572761747,0.6791774186326416,0.7525078213680357,0.8916619398752127,,ok,
SMD_id_12,SMD,28713,27809,0,0,303,28410,174.67767278802393,0.5109930968176533,0.1932834497983779,0.266420904210328,0.5625762024466714,0.3057345095243559,0.1191050255717776,0.2474050612421788,27055,26063,10,0.7838239103741419,0.1238034442072072,0.6224887155889687,0.1613754430935773,0.2924776839142792,0.4469026548672566,,ok,
SMD_id_17,SMD,23706,21354,0,0,100,23606,21.30410395296084,0.4748330381365007,0.1376348752732304,0.1958752109240721,12.75498748011171,0.3647506732392765,0.1030357667799588,0.1838874128240155,17393,15289,10,0.8498754553926968,0.0383436822274313,0.8668390845903745,0.0410231928202754,0.0992866557721513,0.3733333333333333,,ok,
SMD_id_15,SMD,28700,27793,0,0,308,28392,21.66510675346432,0.4184443062066589,0.1475811774262702,0.265004101720667,0.901646123254496,0.344279088581666,0.1366278947082735,0.2579402983912348,27027,26035,10,0.8423435538820154,0.1747886232594872,0.6621157089265044,0.2592117853680657,0.353484307672477,0.5470459518599562,,ok,
SMD_id_14,SMD,28743,27848,0,0,424,28319,17.12611630778573,0.3967431588147138,0.0619848637998663,0.1626015193916994,10.397126634646057,0.3362465341929412,0.0572790629824995,0.1598240170125403,26997,25136,125,0.788849675562843,0.1512972761151817,0.7966270541847079,0.1275110088283063,0.2097345565744654,0.5146496815286624,,ok,
SMD_id_18,SMD,28696,25969,0,0,198,28498,4.360259804366758,0.2341907470127371,0.0164050735447064,0.0682278251635113,0.7665654701857224,0.1885532619843366,0.0065380222020588,0.0622807151868579,21037,20324,125,0.7826632880847212,0.483639688045713,0.9420750352522684,0.195681376972524,0.2896502126889689,0.7306273062730627,,ok,
MITDB_id_11,MITDB,600000,584426,0,0,1750,598250,0.0510465190830388,0.1005129638623912,0.0510465190830386,0.1005129638623919,0.0258507764071332,0.0980292891843054,0.0258507764071327,0.098029289184306,547963,546433,59,0.8754388232344338,0.2315488618736927,0.9006457888353732,0.2392155935842058,0.5016140803015123,0.9176717357105402,,ok,
SMD_id_13,SMD,23700,21348,0,0,2833,20867,6.516283548788456,0.3623276403528402,0.2127994917360999,0.2190079083472195,4.931812137842828,0.2881259715054198,0.1856413297164239,0.2093276695882283,14655,11700,125,0.6504395384880131,0.2029774445680705,0.7161861085838557,0.1501721859562172,0.3040599265408817,0.633505063066264,,ok,
SMD_id_20,SMD,23703,21351,0,0,161,23542,19.362565886428147,0.2497754968884658,0.0474959803024372,0.100628964713387,0.2974987777827625,0.1331213405086765,0.033743777327743,0.0840747133664772,17330,16948,9,0.9836752709970972,0.4007021487691248,0.9851557839545756,0.480849055778148,0.553341261275552,1.0,,ok,
SMD_id_3,SMD,23689,23115,0,0,269,23420,13317.33905043351,2.527809065580231,0.8888283975995367,0.5355344064293421,28.29487877777448,0.4796116451412375,0.5865096733633417,0.474718628480871,22379,19875,19,0.6468151486195195,0.032362970537563,0.6199858970086988,0.0231156499158811,0.0911658629172276,0.0398406374501992,,ok,
SMD_id_21,SMD,21207,19725,0,0,688,20519,25.46104065140529,0.3641029778479323,0.3071895656491481,0.2314225549920596,0.2078720746893965,0.1796170517487324,0.0747269078001622,0.1351744969803973,17259,14321,125,0.8459229010095012,0.2423869931979958,0.8885248305602031,0.114796412193063,0.2262306903901433,0.1117445838084378,,ok,
SMD_id_2,SMD,28726,27825,0,0,1194,27532,2.60674781756965,0.3105896176987267,0.0589033715376412,0.1722202207083457,1.158979884125824,0.263549834652135,0.0572109669547342,0.1708725499490944,26192,23188,125,0.9077889812275092,0.3255122501736984,0.8791441605841995,0.2432033811673014,0.3597119140472766,0.6567815089402529,,ok,
SMD_id_4,SMD,28705,25978,0,0,434,28271,21.38309642757241,0.2359362829583655,0.0116685114528076,0.0654331985773685,5.052735636618791,0.1547987816191808,0.0114126083111996,0.0646838809544238,20808,19278,125,0.956100574965113,0.6455551609920278,0.9850274781491896,0.5901795883592639,0.6345332838374401,0.8538812785388128,,ok,
SMD_id_19,SMD,23696,23122,0,0,417,23279,881.6001653172618,1.0240309401929943,0.8286822102416007,0.4410085315455687,43.56638005820493,0.6381210549461116,0.5523961529885282,0.4437120377148856,22431,17130,104,0.793231628881353,0.0874067454393678,0.699581149644106,0.0478693427480444,0.1175587832200771,0.6068965517241379,,ok,
SMD_id_16,SMD,28479,25769,0,0,2694,25785,5114.126390161739,1.294724816259959,0.2152645309551904,0.2339348751254234,1.7564352798335074,0.2601831505311128,0.1483066249151658,0.2114831071237185,18379,15988,279,0.9574960782289847,0.6258986437552791,0.9306272063850106,0.6226357489666673,0.7038476438687564,0.3341375150784077,,ok,
SMD_id_22,SMD,23693,23119,0,0,1047,22646,9938.922848549311,3.002246098048535,0.3763873692055556,0.3595071276329111,9663.249957559312,2.6171131159815824,0.2628167822215285,0.3109008426569893,21862,18426,125,0.6322729699360979,0.0882192239586756,0.5710702963821163,0.0564236973526408,0.1651515966363799,0.0944372574385511,,ok,
LTDB_id_2,LTDB,100000,99426,0,0,14857,85143,0.499388138140369,0.5047614067621616,0.4981006093432794,0.5107267598485856,0.5440978191040997,0.5311340992177701,0.5486135513522074,0.5185374576566353,84507,47290,95,0.4018199170076308,0.1613394738633126,0.4911845512081929,0.119050619760433,0.2587020494871929,0.4461219792865362,,ok,
SMD_id_5,SMD,28704,25977,0,0,1371,27333,4.752713421124726,0.3514241061212294,0.1195330318723474,0.1610000548252963,4.225527010873274,0.3392812287158995,0.0956955382652226,0.1477856859420303,19870,18053,125,0.7947012109316699,0.137984061619647,0.7963012110060522,0.1658831021092261,0.2188775536748364,0.3748637849618598,,ok,
MITDB_id_8,MITDB,400000,390277,0,0,26233,373767,0.1696293061028213,0.2031520234273845,0.1696293061028218,0.2031520234273664,0.1688932533701597,0.2007487881775279,0.1688932533701595,0.2007487881775085,343172,329501,13,0.7375910665407263,0.2464271826885884,0.7412275679053579,0.2544338412750966,0.2998230355325656,0.9607311098549086,,ok,
SMD_id_6,SMD,28722,25994,0,0,1755,26967,500.77941478731583,0.609000586475574,0.1673142905034624,0.2006043145995201,13.81202689068795,0.2535738226063787,0.1337219688261476,0.186036336984472,19500,16721,125,0.964141146660522,0.6138336937832568,0.9629065855641298,0.5524303764163899,0.7032442179957743,0.8820179007323027,,ok,
SMD_id_9,SMD,23697,23123,0,0,2398,21299,18.76525342603704,0.3903369134820513,0.0672885693930483,0.1704324256902153,7.866780002881418,0.2693525082817741,0.0520420244245546,0.1528924586512399,20296,17101,64,0.6131196137789676,0.1617929902434579,0.6128968389673681,0.137623728749155,0.236673227142023,0.183797041465471,,ok,
SMD_id_8,SMD,21203,19947,0,0,782,20421,41.07677055404508,0.3624218739224666,0.141529730626447,0.145821343305307,0.555227148858364,0.1898302645278241,0.0605285341242012,0.1254897387268586,17865,15179,125,0.815996765528089,0.2650461535588461,0.8856830922990238,0.1662821024013094,0.3028551292143867,0.1987704918032787,,ok,
SMD_id_7,SMD,23694,21343,0,0,1170,22524,0.4604528884039373,0.3308927387256195,0.4350118253731083,0.4216094969385169,0.4225665021169769,0.3239642848024706,0.3905631860805057,0.4153231629788503,16314,12488,125,0.8497118742856622,0.393058252403127,0.8968188704472252,0.2947501607165388,0.5138987106220934,0.7654537483559842,,ok,
MITDB_id_2,MITDB,650000,634426,0,0,1047,648953,0.0329072873998214,0.1135449667739262,0.0329072873998214,0.1135449667739371,0.0329091321109178,0.113539115601741,0.0329091321109178,0.1135391156017517,598666,598041,125,0.7829179939037239,0.0138520744546633,0.8083501376167888,0.0193236330052767,0.0707914875017791,0.8941076003415884,,ok,
SVDB_id_11,SVDB,80400,73796,0,0,945,79455,0.0742577586158842,0.1716676107436082,0.0742577586158842,0.1716676107436076,0.0665255493987684,0.1664941271573816,0.0665255493987684,0.1664941271573812,59068,57771,97,0.9217387899509852,0.609036473836839,0.979710310396542,0.358614270615246,0.533328383379275,0.9569620253164556,,ok,
MITDB_id_3,MITDB,500000,484426,0,0,8810,491190,0.0198083500648393,0.0948363231705927,0.0198083500648391,0.0948363231705938,0.0192280006908648,0.0941208463871638,0.0192280006908648,0.0941208463871643,440903,435642,299,0.6795027952107509,0.0605265928699368,0.7588823546382082,0.0639943174326191,0.1026622809068814,0.7980660180266221,,ok,
SVDB_id_17,SVDB,130400,124485,0,0,3941,126459,0.0265754626138081,0.0886687112183609,0.026575462613808,0.0886687112183588,0.0150908542201951,0.079076057350455,0.0150908542201951,0.079076057350453,108508,102763,114,0.843846234966732,0.3661225190970166,0.9158232512891704,0.2608831874200688,0.360355360429815,0.9462419113987058,,ok,
