dataset_id,family,backbone,test_length,n_eval_rows,n_anomaly_events,n_eval_anomalies,n_label_pos,n_label_neg,normal_mse,normal_mae,normal_mse_median,normal_mae_median,normal_mse_strict,normal_mae_strict,normal_mse_strict_median,normal_mae_strict_median,n_normal_target,n_normal_strict,auroc_D_w,vus_pr_D_w,vus_roc_D_w,auc_pr_D_w,standard_f1_D_w,pa_f1_D_w,sliding_window,vus_error_D_w,auroc_D_w_z,vus_pr_D_w_z,vus_roc_D_w_z,auc_pr_D_w_z,standard_f1_D_w_z,pa_f1_D_w_z,vus_error_D_w_z,auroc_raw_max,auroc_raw_mean,auroc_raw_median,auroc_z_train_max,auroc_z_train_mean,auroc_z_train_median,vus_pr_raw_max,vus_pr_raw_mean,vus_pr_raw_median,vus_pr_z_train_max,vus_pr_z_train_mean,vus_pr_z_train_median,vus_roc_raw_max,vus_roc_raw_mean,vus_roc_raw_median,vus_roc_z_train_max,vus_roc_z_train_mean,vus_roc_z_train_median,auc_pr_raw_max,auc_pr_raw_mean,auc_pr_raw_median,auc_pr_z_train_max,auc_pr_z_train_mean,auc_pr_z_train_median,standard_f1_raw_max,standard_f1_raw_mean,standard_f1_raw_median,standard_f1_z_train_max,standard_f1_z_train_mean,standard_f1_z_train_median,pa_f1_raw_max,pa_f1_raw_mean,pa_f1_raw_median,pa_f1_z_train_max,pa_f1_z_train_mean,pa_f1_z_train_median,n_kept_train_baseline,status,error
GHL_id_23,GHL,DLinear,200001,184427,0,0,3734,196267,0.015273427863181229,0.028744418157071603,0.0027918661848113703,0.014723048482191622,0.015172154494048611,0.028677366115189732,0.0027493570620872342,0.0146858251310436,145980,145165,0.49826726004232685,0.026546223647362623,0.5118965826116364,0.02575784843720074,0.06716849695808123,0.4666934727248358,125,,0.6892002223646843,0.05270223978085259,0.6838816385509537,0.04220245963007138,0.10415231387904524,0.10406476875269986,,0.4982672593600692,0.45815175194114377,0.3755794506226255,0.6892002223646843,0.6812236508518263,0.3727126497380516,0.026546223647362623,0.01844606000396589,0.019233297454005236,0.05270223978085259,0.0320661862870613,0.020533003467852792,0.5118965826116364,0.4727919724758602,0.3958997858739068,0.6838816385509537,0.6830145473590483,0.3973683271655381,0.02575784843720074,0.016445933887819418,0.017637464463651928,0.04220245963007138,0.02812211834103745,0.019058160469967556,0.06716849695808123,0.06139317839499141,0.04276942722162795,0.10415231387904524,0.10213390684211679,0.04710471070002918,0.4666934727248358,0.6095938375350141,0.4861276595744681,0.10406476875269986,0.10154603429286269,0.6082096069868995,19,ok,
GHL_id_7,GHL,DLinear,200001,184427,0,0,1695,198306,0.02986275049379376,0.06939537335989139,0.004790836681372769,0.04571096053917472,0.029813869388901484,0.0694260170927896,0.0047720199380811845,0.04564730485602504,148019,147350,0.37241114689800187,0.009483175193126811,0.394268359075357,0.009102336297932228,0.024610629265049592,0.1443196501341815,125,,0.49740426188578324,0.014643656694596982,0.4908811865847859,0.012076715131672975,0.030822081399900458,0.030813419744221346,,0.37241114689800187,0.3020865105020646,0.22820182372423037,0.49740426188578324,0.4802912349012061,0.42401285049561527,0.009483175193126811,0.006645314523826556,0.006845587354155955,0.014643656694596982,0.009569301097984477,0.008960215110422175,0.394268359075357,0.3263857112720974,0.2382346648009891,0.4908811865847859,0.4821657668213698,0.4424033191590468,0.009102336297932228,0.005667130365224462,0.006487026539841291,0.012076715131672975,0.00795239563113296,0.008631430131373756,0.024610629265049592,0.02147492011336369,0.017141993703884972,0.030822081399900458,0.030578807673142732,0.01930856663865812,0.1443196501341815,0.16930970149253732,0.0190448368267594,0.030813419744221346,0.028962476932540497,0.05656693754275893,19,ok,
GHL_id_6,GHL,DLinear,200001,184427,0,0,1866,198135,0.014437979929906192,0.01254909480926955,0.0016690443798752215,0.008463007675780237,0.014350897641020747,0.012504144798320307,0.0016748824910580158,0.00849055179996763,147848,147332,0.20813286333430084,0.011101706891720712,0.2349138100831651,0.010798301485906506,0.02243791093925367,0.10640826400950727,125,,0.39892245186362835,0.016142948102457876,0.4001265825151523,0.015271673745979522,0.030083619434660355,0.030065254169016353,,0.20813286333430084,0.1877544706748414,0.3522649064260565,0.39892245186362835,0.3794687145736891,0.2481380107444038,0.011101706891720712,0.006830384818353705,0.011437797626819885,0.016142948102457876,0.009726768403006694,0.00785751641229398,0.2349138100831651,0.21507751576315348,0.3733615318077382,0.4001265825151523,0.382993531730413,0.27879475908206475,0.010798301485906506,0.005514092862574318,0.010956083146841846,0.015271673745979522,0.00746627337868421,0.006846081655004496,0.02243791093925367,0.021527989444036263,0.02442719965558214,0.030083619434660355,0.029247360706296938,0.01969829177615445,0.10640826400950727,0.09648541114058355,0.4703030303030303,0.030065254169016353,0.02903828197945845,0.24310776942355888,19,ok,
GHL_id_4,GHL,DLinear,200001,184427,0,0,2713,197288,0.027728598584659418,0.06065036108038395,0.004798749067941325,0.033954170668052466,0.027653803456679622,0.06061437027294305,0.004813447396259202,0.03399860389414027,147001,146332,0.3429079108883059,0.01870543538011295,0.3677006765988124,0.018100423924020614,0.03789836467381625,0.3448953798623789,125,,0.44675043591095254,0.025165239631832093,0.4471195652027948,0.02376634867239582,0.04642879023961698,0.04642328522172124,,0.3429079108883059,0.29006247682078007,0.20410092217965475,0.44675043591095254,0.4318707826300081,0.5017377698353401,0.01870543538011295,0.010573049479702836,0.013179257441360823,0.025165239631832093,0.014223012763380649,0.021199320470489624,0.3677006765988124,0.3163467626308723,0.2182098186137705,0.4471195652027948,0.43369175890882994,0.5275597497504857,0.018100423924020614,0.009073958877511449,0.012761108115630528,0.02376634867239582,0.011839968707886506,0.020427238513953366,0.03789836467381625,0.034732505123037466,0.031196330611287248,0.04642879023961698,0.045603474317348826,0.04393756532363408,0.3448953798623789,0.3791878956306932,0.03183282195091902,0.04642328522172124,0.0453629622198256,0.04392597509835986,19,ok,
GHL_id_5,GHL,DLinear,200001,184427,0,0,2283,197718,0.01398958370177509,0.020915871644698637,0.0028102224159850765,0.013187844853704528,0.01390309524432014,0.02089212270005088,0.002763775510627276,0.013116103449601771,147431,146762,0.22003421168692913,0.010005820918892128,0.2473144597780287,0.00959431428514283,0.02536063962894123,0.35179906002003236,125,,0.34119061966153386,0.01509703211229867,0.3335944625222189,0.01258876731435094,0.0322639015046326,0.03224621816692326,,0.22003421168692913,0.1686357391272882,0.25805348908399195,0.34119061966153386,0.31533623878413275,0.32994469193099035,0.010005820918892128,0.00726457799969348,0.009462776847091946,0.01509703211229867,0.009152033725532053,0.011197787477934816,0.2473144597780287,0.19892225005162517,0.2654453167508176,0.3335944625222189,0.3192288762121808,0.3553072780540807,0.00959431428514283,0.006418157018589168,0.009057572186940378,0.01258876731435094,0.008218217075095437,0.010364280354753338,0.02536063962894123,0.02436956547882032,0.024869035447772313,0.0322639015046326,0.03153044354565208,0.026894831359530847,0.35179906002003236,0.3280643770656704,0.044981892882102546,0.03224621816692326,0.03414316800143572,0.12583683867527698,19,ok,
GHL_id_8,GHL,DLinear,200001,184427,0,0,1168,198833,0.01611268182536293,0.02531924270469602,0.00373384118072374,0.01924368096293439,0.016072728133651893,0.02528830725149031,0.0036953763475954635,0.019264611726937348,148546,148164,0.2074397603165154,0.005731224528528302,0.2369500416876481,0.005459068237623253,0.013425539797363915,0.3080168776371308,125,,0.30137351445685573,0.00854006433494762,0.3020757384034506,0.008167832167832168,0.016203157631961226,0.015301376861907695,,0.2074397603165154,0.21235752654409712,0.15950698825937015,0.30137351445685573,0.2563704420774672,0.18050414063319745,0.005731224528528302,0.004105024423970171,0.005482874647275863,0.00854006433494762,0.005008051237802838,0.0037244231469933057,0.2369500416876481,0.23240620757231475,0.1739715009346319,0.3020757384034506,0.2600262384623455,0.20651904250141967,0.005459068237623253,0.003470988036687832,0.005412883417133165,0.008167832167832168,0.0039040695941785623,0.003362345976473394,0.013425539797363915,0.013406739001157852,0.013317162525591328,0.016203157631961226,0.015411359526547758,0.01184260833594275,0.3080168776371308,0.24343476448520215,0.020606370685320608,0.015301376861907695,0.016692868372159497,0.047574436886481206,19,ok,
GHL_id_22,GHL,DLinear,200001,184427,0,0,6492,193509,0.0142952283248842,0.016784235929560052,0.0025917431816357673,0.008550910159929726,0.014134806435655314,0.016707123193113065,0.0024870714830485725,0.008550574761528783,143222,142099,0.474098248838576,0.04884068401702254,0.4879416408460932,0.04785980862181382,0.10848555938696786,0.6396059113300493,125,,0.6529032863876852,0.08766033889411065,0.6522301885723607,0.07582072477376459,0.15911618248796147,0.15910789780037987,,0.474098248838576,0.44333575315006263,0.46170344744792036,0.6529032863876852,0.6408353945221937,0.40600169728501556,0.04884068401702254,0.03034367498728148,0.03448885897538444,0.08766033889411065,0.04817870760937244,0.03193497776121976,0.4879416408460932,0.4590931911051171,0.46910308559927927,0.6522301885723607,0.6426971321930148,0.4281180133642436,0.04785980862181382,0.0275926421754292,0.03326725304336085,0.07582072477376459,0.04345645930318774,0.030536179038106338,0.10848555938696786,0.1003600185247744,0.08599675286394813,0.15911618248796147,0.15508881173405512,0.07072015580290185,0.6396059113300493,0.6224054455682854,0.3499015748031496,0.15910789780037987,0.1669044772665921,0.24295990876392665,19,ok,
LTDB_id_5,LTDB,DLinear,100000,94775,0,0,505,99495,0.30248852121954395,0.3197114906780587,0.30248852121954506,0.3197114906780645,0.3023214130114118,0.3190923944343695,0.3023214130114125,0.319092394434375,83777,82171,0.6307117676941824,0.011157455253233379,0.5764180623883145,0.01146082001136277,0.05049007525073129,0.3663993246095399,7,,0.6309421588925062,0.011199474506757444,0.5765907985301858,0.011497011359589145,0.05056099552097161,0.3653198653198653,,0.6307117676941824,0.6194517959258612,0.6194517959258612,0.6309421588925062,0.6196606526324273,0.6196606526324273,0.011157455253233379,0.010279854098426678,0.010279854098426678,0.011199474506757444,0.010280704289600989,0.010280704289600989,0.5764180623883145,0.5611193275790409,0.5611193275790409,0.5765907985301858,0.5612345157766243,0.5612345157766243,0.01146082001136277,0.010641457836946139,0.010641457836946139,0.011497011359589145,0.010667307165289505,0.010667307165289505,0.05049007525073129,0.037854290456327835,0.037854290456327835,0.05056099552097161,0.038352837099898736,0.038352837099898736,0.3663993246095399,0.2682277807344332,0.2682277807344332,0.3653198653198653,0.2678002125398512,0.2678002125398512,2,ok,
CATSv2_id_3,CATSv2,DLinear,400000,390933,0,0,28000,372000,0.12037347279420829,0.13465474874297623,0.028877912064106746,0.09855483596347625,0.12020464023092704,0.13450094993968917,0.02877253233702777,0.09842681001106546,343593,336418,0.6896389047139018,0.16527260810657432,0.664718936408252,0.19895551366881728,0.2146818879510895,0.8312897460409826,125,,0.6044185561155914,0.0948280001696282,0.5429733914472086,0.11234056109983773,0.1737897875575141,0.2549626661810235,,0.6896389047139018,0.6997615365783411,0.5221868877688172,0.6044185561155914,0.6323721107910907,0.5749912641129031,0.16527260810657432,0.19352558709537723,0.07923356526342411,0.0948280001696282,0.11477652811372974,0.09443531669684894,0.664718936408252,0.676779273508501,0.4929969399618529,0.5429733914472086,0.5684766714537435,0.5810529022401788,0.1989555136688173,0.23488344618525636,0.07796583829484517,0.11234056109983773,0.1469221354887464,0.09115309656946988,0.2146818879510895,0.2330175111177547,0.13407342706702746,0.1737897875575141,0.17447730955606364,0.1491878612834867,0.8312897460409826,0.8487359465819272,0.5946643133527935,0.2549626661810235,0.4259737493676952,0.7489906181123096,17,ok,
GHL_id_9,GHL,DLinear,200001,184427,0,0,2387,197614,0.024908402912674914,0.05340804694280933,0.003842917143381608,0.03525121868534972,0.02480069323523457,0.05333873581818068,0.0037975201265831498,0.03522579342624431,147327,146658,0.3490919088267226,0.0127082691116177,0.3715673120031896,0.012255155049120963,0.0330400238710975,0.22277315388701965,125,,0.4684723883708088,0.01944337005254318,0.46187597227319427,0.016221877470633396,0.041467563520505867,0.0414398930583405,,0.3490919088267226,0.29309082151067684,0.30808612308306893,0.4684723883708088,0.4430106512122381,0.35334912599901663,0.0127082691116177,0.009112436683783798,0.010716751373291297,0.01944337005254318,0.012441129772933815,0.011905633012266676,0.3715673120031896,0.31743900826417926,0.3193315561179086,0.46187597227319427,0.44485816859182165,0.37913223834173093,0.012255155049120963,0.00787914489888869,0.010202142553586134,0.016221877470633396,0.01047080535546185,0.011543866307326954,0.0330400238710975,0.0298085153789449,0.02771187792462635,0.041467563520505867,0.03984370507972261,0.024500628016265062,0.22277315388701965,0.25054769966142204,0.16306781252256808,0.0414398930583405,0.043738375981456544,0.09820620422940837,19,ok,
MITDB_id_10,MITDB,DLinear,150000,138176,0,0,574,149426,0.010103328172067974,0.07656644594521991,0.01010332817206788,0.07656644594521966,0.010072854020027267,0.07646580520373074,0.010072854020027165,0.07646580520373052,111639,110970,0.6719969205271499,0.018123548756340827,0.750082767745231,0.0474211672121756,0.09411326182370847,0.6666666666666666,255,,0.6720073786654259,0.02537114576675554,0.7480216630904348,0.07742590329980065,0.1490826835538388,0.6666666666666666,,0.6719969205271499,0.6669644457342945,0.6669644457342945,0.6720073786654259,0.6591390534118691,0.6591390534118691,0.018123548756340827,0.019232664248732236,0.019232664248732236,0.02537114576675554,0.022370329174434697,0.022370329174434697,0.750082767745231,0.7468768382840952,0.7468768382840952,0.7480216630904348,0.7426370275443587,0.7426370275443587,0.0474211672121756,0.042322454657970396,0.042322454657970396,0.07742590329980065,0.059168783352574555,0.059168783352574555,0.09411326182370847,0.09428870437567444,0.09428870437567444,0.1490826835538388,0.12466480039303103,0.12466480039303103,0.6666666666666666,0.7483702737940026,0.7483702737940026,0.6666666666666666,0.8229390681003584,0.8229390681003584,2,ok,
MITDB_id_5,MITDB,DLinear,100000,91926,0,0,465,99535,0.012232969915928898,0.08266336337293458,0.012232969915928916,0.0826633633729282,0.012193089069602973,0.08254593305419397,0.01219308906960298,0.08254593305418764,74248,73866,0.7286074223634524,0.016994312116409692,0.8171712498690362,0.011965304601401371,0.0334791292738485,0.3471444568868981,271,,0.7643223354188373,0.06722211856277094,0.8537496923041427,0.1525705549063467,0.22033564354386415,1.0,,0.7286074223634524,0.7243767821444987,0.7243767821444987,0.7643223354188373,0.7652347501905364,0.7652347501905364,0.016994312116409692,0.017104920235758898,0.017104920235758898,0.06722211856277094,0.03868646730043026,0.03868646730043026,0.8171712498690362,0.8143288687930464,0.8143288687930464,0.8537496923041427,0.8511383174684685,0.8511383174684685,0.011965304601401371,0.01282580535405296,0.01282580535405296,0.1525705549063467,0.09608813391471123,0.09608813391471123,0.0334791292738485,0.032887042603414116,0.032887042603414116,0.22033564354386415,0.13659942835968214,0.13659942835968214,0.3471444568868981,0.9627329192546584,0.9627329192546584,1.0,1.0,1.0,2,ok,
MITDB_id_6,MITDB,DLinear,200000,184426,0,0,353,199647,0.04668984137461212,0.1484673554701615,0.04668984137461216,0.1484673554701575,0.04669175622122771,0.14845973552776565,0.046691756221227766,0.14845973552776173,149360,148978,0.8271956518836484,0.0496004938441255,0.8660124014588647,0.16658171635046728,0.22166049757794343,1.0,125,,0.8427369916968606,0.19181053551746874,0.8812070543013867,0.5993014142992983,0.6930986842776916,1.0,,0.8271956518836484,0.8175292847967313,0.8175292847967313,0.8427369916968606,0.8358632022346637,0.8358632022346637,0.0496004938441255,0.06933117580289044,0.06933117580289044,0.19181053551746874,0.17624119907736485,0.17624119907736485,0.8660124014588647,0.856524023905398,0.856524023905398,0.8812070543013867,0.8784236666729062,0.8784236666729062,0.16658171635046728,0.2749068742640227,0.2749068742640227,0.5993014142992983,0.5774014760442792,0.5774014760442792,0.22166049757794343,0.36324415638599084,0.36324415638599084,0.6930986842776916,0.680771314634185,0.680771314634185,1.0,1.0,1.0,1.0,1.0,1.0,2,ok,
MSL_id_1,MSL,DLinear,1827,1253,0,0,11,1816,0.19561257623873365,0.10167509347842252,4.163707934115579e-06,0.002040516585111618,0.2048799290123023,0.10242425221445099,4.163707934115579e-06,0.002040516585111618,1029,647,0.7815378454144974,0.08355716313460648,0.943137703387501,0.0223932291169085,0.061536912465030444,0.3235294117647059,125,,0.7288245895074088,0.1592181149724194,0.9344278850491945,0.019554659783354956,0.06060161648751819,0.4782608695652174,,0.7815378454144974,0.6778133760512616,0.5,0.7288245895074088,0.6740588706447738,0.5743392070484582,0.08355716313460648,0.10409281799476722,0.035155555499457994,0.1592181149724194,0.11738305396423145,0.1248621240239098,0.943137703387501,0.9460706551716856,0.5074757190717734,0.9344278850491945,0.9459705635163551,0.9047952563198122,0.0223932291169085,0.019288883131181232,0.0060207991242474,0.019554659783354956,0.01988759640218954,0.009800271463067615,0.061536912465030444,0.06122249694117099,0.011969413122318964,0.06060161648751819,0.06557081443049698,0.03361176761428883,0.3235294117647059,0.36666666666666664,0.0,0.4782608695652174,0.46808510638297873,0.25882352941176473,12,ok,
MSL_id_10,MSL,DLinear,6100,5068,0,0,131,5969,23141.522687945115,11.851872584916613,4.070887477716674e-07,0.0006380350678227842,20411.416374815206,10.402320364415859,4.07088747771661e-07,0.0006380350678227842,4157,3775,0.7521929459970662,0.05549334160593673,0.7693649570729716,0.04138852539432829,0.1316908253781051,0.15995115995115994,125,,0.7441539557433507,0.05520335731695074,0.7679918868043404,0.04043654616641015,0.13104567679407447,0.15995115995115994,,0.7521929459970662,0.7531265226571382,0.5,0.7441539557433507,0.7483857436449646,0.588414825197362,0.05549334160593673,0.05536762242156733,0.03020150817991965,0.05520335731695074,0.055193154119790165,0.048815095664196874,0.7693649570729716,0.7693223214297603,0.5022428793376775,0.7679918868043404,0.7681878061135871,0.6433034818048261,0.04138852539432829,0.04148091675835082,0.021475409836065575,0.04043654616641015,0.04077436333440082,0.043782582183840346,0.1316908253781051,0.13144815162789783,0.04204741375505712,0.13104567679407447,0.13070135119008588,0.11037116496558004,0.15995115995115994,0.15995115995115994,0.0,0.15995115995115994,0.15995115995115994,0.9961977186311787,8,ok,
MITDB_id_9,MITDB,DLinear,100000,91926,0,0,433,99567,0.02354427309459262,0.10563400459297155,0.02354427309459276,0.1056340045929682,0.02352666122711244,0.105577182244269,0.0235266612271126,0.1055771822442656,74280,73898,0.8186045577349925,0.013883716593742662,0.8357955139714941,0.012809628470853577,0.03278267845235469,0.7332768839966131,119,,0.8148321493034817,0.013617291446661298,0.8347800320767117,0.012495709711292073,0.030117753528173422,0.6900398406374502,,0.8186045577349925,0.825689925599555,0.825689925599555,0.8148321493034817,0.8261341585972573,0.8261341585972573,0.013883716593742662,0.014767316906581174,0.014767316906581174,0.013617291446661298,0.014267824401160142,0.014267824401160142,0.8357955139714941,0.8390011375483153,0.8390011375483153,0.8347800320767117,0.8401250235020938,0.8401250235020938,0.012809628470853577,0.013890134325386112,0.013890134325386112,0.012495709711292073,0.013462855157850765,0.013462855157850765,0.03278267845235469,0.03946589194154717,0.03946589194154717,0.030117753528173422,0.03447854493118288,0.03447854493118288,0.7332768839966131,0.7401709401709402,0.7401709401709402,0.6900398406374502,0.7382779198635976,0.7382779198635976,2,ok,
MSL_id_12,MSL,DLinear,2218,1644,0,0,26,2192,0.16804463807269895,0.06431649137599957,1.702768990913985e-05,0.0041264621540904045,0.17366537188121947,0.06419003008598173,1.7027689909139967e-05,0.0041264621540904045,1351,969,0.814754702414374,0.1250009709914889,0.9308400598457275,0.041152874812517434,0.12213422303025885,0.6265060240963856,125,,0.7870051937113982,0.10604570633154557,0.9169869613389692,0.034553132093674124,0.10457234233762745,0.5977011494252874,,0.814754702414374,0.8239226558113419,0.5,0.7870051937113982,0.7304358506457048,0.5512703537338574,0.1250009709914889,0.1324152933627015,0.035721009872637405,0.10604570633154557,0.08673469556044729,0.043831143887511824,0.9308400598457275,0.9307423321958406,0.506171973227622,0.9169869613389692,0.8850328745023323,0.802159080625346,0.041152874812517434,0.04468722634878479,0.011722272317403066,0.034553132093674124,0.027282477630969363,0.019321684632673395,0.12213422303025885,0.12698085168438117,0.023172676483973077,0.10457234233762745,0.06557041672622646,0.049998507075827786,0.6265060240963856,0.7123287671232876,0.0,0.5977011494252874,0.6666666666666666,0.7323943661971831,9,ok,
MSL_id_11,MSL,DLinear,2156,1582,0,0,101,2055,0.1469763432428038,0.07660008819601165,1.711554015607422e-05,0.00413709320127964,0.11251359884650568,0.06890549697096414,1.711554015607422e-05,0.00413709320127964,1229,847,0.8598106525981065,0.6789934837755766,0.960243827632279,0.3831441601307387,0.41771690679663903,1.0,244,,0.8832020428320204,0.6851231349189357,0.9645459226020625,0.3928197325940635,0.41771690679663903,1.0,,0.8598106525981065,0.8447447664474476,0.5,0.8832020428320204,0.8668352966683529,0.638568090385681,0.6789934837755766,0.6639735424202098,0.09532146415480319,0.6851231349189357,0.6791289849096704,0.23274540142034564,0.960243827632279,0.9565860846095506,0.5131651088991837,0.9645459226020625,0.9625148775757566,0.8402112232837022,0.3831441601307387,0.36938962994344204,0.046846011131725415,0.3928197325940635,0.3893535130767655,0.09668874928787831,0.41771690679663903,0.39765598309631844,0.08949848046644267,0.41771690679663903,0.41211646359925014,0.19314210469544132,1.0,1.0,0.0,1.0,1.0,0.9853658536585366,12,ok,
MSL_id_14,MSL,DLinear,2303,1729,0,0,301,2002,0.22912980070674602,0.08035372613937121,6.37490023437659e-06,0.0025248564779758453,0.2432086324903529,0.08028514160534529,6.37490023437659e-06,0.0025248564779758453,1140,758,0.5894097596755403,0.18826982038205117,0.5991265128062303,0.18497162430295025,0.29324174024756294,1.0,15,,0.6165869014706225,0.20183086215342536,0.6259843984841981,0.19830004227325132,0.2875270806997596,1.0,,0.5894097596755403,0.5343277984473997,0.5,0.6165869014706225,0.5988446769177667,0.4589206474588534,0.18826982038205117,0.15266938975270394,0.13323980162909213,0.20183086215342536,0.171063281476953,0.11382477002743768,0.5991265128062303,0.5430146446614604,0.5007322251474161,0.6259843984841981,0.6081700343369777,0.46500730108335686,0.18497162430295025,0.15088734400899378,0.13069908814589665,0.19830004227325132,0.16564975209046395,0.11137554700557714,0.29324174024756294,0.25794822456220945,0.2311807511164753,0.2875270806997596,0.28096900941414227,0.2613613514040599,1.0,0.9983416252072969,0.0,1.0,0.9694041867954911,0.9066265060240963,10,ok,
MSL_id_15,MSL,DLinear,1096,522,0,0,112,984,1591.5066042502297,3.6670178085113094,3.0480653170475436e-05,0.005520928651094437,nan,nan,nan,nan,204,0,0.8575557128339141,0.3114346008920806,0.8520443638044923,0.26942761385101205,0.4988084463832796,0.7714285714285715,9,,0.8569840664924506,0.31133470563595694,0.8516786978284461,0.26927734049662455,0.4988084463832796,0.7714285714285715,,0.8575557128339141,0.8585901204994193,0.5,0.8569840664924506,0.8592887993612079,0.8011124419279907,0.3114346008920806,0.31161927346196944,0.10818059549800738,0.31133470563595694,0.31175180076379805,0.3184930817703543,0.8520443638044923,0.8526335103564623,0.501676712291757,0.8516786978284461,0.8531210529678527,0.8129167220863092,0.26942761385101205,0.26973561888346687,0.10218978102189781,0.26927734049662455,0.2699349809249342,0.30703850631364726,0.4988084463832796,0.4988084463832796,0.1854287812090711,0.4988084463832796,0.4988084463832796,0.4514061017942076,0.7714285714285715,0.7714285714285715,0.0,0.7714285714285715,0.7714285714285715,0.8995983935742972,11,ok,
MSL_id_13,MSL,DLinear,6100,5068,0,0,181,5919,12418.09787396521,8.634403526070896,8.245880516978193e-06,0.0028715641237795353,10893.188293954727,7.538155260683134,8.24588051697838e-06,0.0028715641237795353,4107,3725,0.7454381852989577,0.07063528770814133,0.7677373944415048,0.05519539494911689,0.16924718147406576,0.21269095182138661,125,,0.7304363978161907,0.069581055881745,0.7621102814154416,0.052967074323321116,0.16932905149213354,0.21269095182138661,,0.7454381852989577,0.7462371854287019,0.5,0.7304363978161907,0.7380623686806883,0.5527195406869347,0.07063528770814133,0.07044132534802314,0.03839822949139504,0.069581055881745,0.06987968592825632,0.059696725481821644,0.7677373944415048,0.7672969979640275,0.5022619413745188,0.7621102814154416,0.7643446050546541,0.6148394946514298,0.05519539494911689,0.055256721947560025,0.029672131147540984,0.052967074323321116,0.05389522973846085,0.04586798422500093,0.16924718147406576,0.1686583564084588,0.0576335749644845,0.16932905149213354,0.1686583564084588,0.10416168331675767,0.21269095182138661,0.21269095182138661,0.0,0.21269095182138661,0.21269095182138661,0.981029810298103,8,ok,
MSL_id_16,MSL,DLinear,2049,1475,0,0,181,1868,15.560916877490328,0.21125832587439103,1.2938400015871654e-05,0.0035969987511634827,0.3675565583581699,0.14033904582560403,1.2938400015871654e-05,0.0035969987511634827,1069,956,0.9903640256959315,0.9416493445852893,0.9978874212200995,0.763521482548882,0.9526265901923303,0.9526315789473684,125,,0.6566230316940149,0.18483333058143975,0.7376559644997983,0.14207670711960538,0.245818116325342,0.9757412398921833,,0.9903640256959315,0.9900446011333657,0.5,0.6566230316940149,0.6574585635359117,0.621739207590474,0.9416493445852893,0.9412805293734781,0.10816534492514776,0.18483333058143975,0.17053172300349462,0.14660121093083195,0.9978874212200995,0.9978566002264793,0.5055120885158731,0.7376559644997983,0.7225558149596569,0.6753678279470053,0.763521482548882,0.7609275810802113,0.08833577354807223,0.14207670711960538,0.13717862106105339,0.12750133340568798,0.9526265901923303,0.9222748121023893,0.16233034701847066,0.245818116325342,0.26701903181673925,0.2642048948111311,0.9526315789473684,0.9526315789473684,0.0,0.9757412398921833,0.9551451187335093,0.9627659574468085,12,ok,
MSL_id_2,MSL,DLinear,3535,2961,0,0,228,3307,0.142672746611367,0.04776078793690513,9.783740108210148e-07,0.000989127904176712,0.13353512222516478,0.04722300438643105,9.783740108210148e-07,0.000989127904176712,2137,1495,0.7014360818890285,0.16724325553521247,0.7365516837911518,0.14731419791708206,0.24864391886279846,0.9156626506024096,40,,0.7245031803882249,0.21584263766866943,0.7587843515934263,0.1956216230815472,0.3091198810630543,0.9620253164556962,,0.7014360818890285,0.7223818163491582,0.5,0.7245031803882249,0.7290529392728874,0.6334735197534205,0.16724325553521247,0.12474114003979772,0.07389809997942541,0.21584263766866943,0.1849771904095509,0.10071743368721495,0.7365516837911518,0.7451589604182353,0.5025295792553888,0.7587843515934263,0.7566615629669694,0.6562872858072695,0.14731419791708206,0.1172928862944731,0.0644978783592645,0.1956216230815472,0.17165528902408117,0.09301296173230858,0.24864391886279846,0.21839753569802098,0.12117877128100857,0.3091198810630543,0.22909801500878163,0.18173695685784177,0.9156626506024096,0.6167146974063401,0.0,0.9620253164556962,0.957983193277311,0.8587570621468926,11,ok,
LTDB_id_1,LTDB,DLinear,100000,98340,0,0,14781,85219,0.8186042363812626,0.4465843066613472,0.8186042363812676,0.4465843066613421,0.5212231360915974,0.3434626154591522,0.521223136091596,0.3434626154591536,81409,66535,0.8573037951585094,0.603530316960088,0.9171898039120198,0.45846578234936225,0.5185619434875438,0.9011968582471014,100,,0.8566612492400191,0.6019979597813104,0.9166165146768425,0.4573364771945624,0.5169228860324527,0.9014084507042254,,0.8573037951585094,0.8576126171606308,0.8576126171606308,0.8566612492400191,0.8573798910007799,0.8573798910007799,0.603530316960088,0.6126433541225245,0.6126433541225245,0.6019979597813104,0.6121810964543207,0.6121810964543207,0.9171898039120198,0.9179010975753824,0.9179010975753824,0.9166165146768425,0.9176592561385887,0.9176592561385887,0.45846578234936225,0.46877633930335266,0.46877633930335266,0.4573364771945624,0.4686268358235778,0.4686268358235778,0.5185619434875438,0.5131409823592596,0.5131409823592596,0.5169228860324527,0.5126181437826074,0.5126181437826074,0.9011968582471014,0.8955243955748344,0.8955243955748344,0.9014084507042254,0.8945618219072251,0.8945618219072251,2,ok,
