dataset,VUS-PR,VUS-ROC,AUC-PR,AUC-ROC,Standard-F1,PA-F1,MSE,MAE
136_OPPORTUNITY_id_8_HumanActivity_tr_1495_1st_1595,0.015398,0.139778,0.014432,0.199262,0.045727,0.045301,10418904.745587,85.195790
082_LTDB_id_4_Medical_tr_4456_1st_4556,0.501128,0.869898,0.369979,0.778181,0.466079,0.927148,0.110005,0.217159
153_SMAP_id_10_Sensor_tr_1840_1st_4030,0.032666,0.895659,0.018021,0.818891,0.047243,0.488095,0.600080,0.203245
155_SMAP_id_12_Sensor_tr_1907_1st_4800,0.272930,0.843162,0.344648,0.835832,0.430375,1.000000,7.238627,0.284443
154_SMAP_id_11_Sensor_tr_2117_1st_4770,0.019960,0.576753,0.016452,0.572064,0.059797,0.065904,1.182492,0.344079
156_SMAP_id_13_Sensor_tr_1173_1st_2750,0.020379,0.594003,0.012197,0.557290,0.043303,0.051179,599498.822818,118.430250
158_SMAP_id_15_Sensor_tr_2075_1st_5610,0.349163,0.988857,0.257660,0.969775,0.352327,1.000000,5.037573,0.217785
159_SMAP_id_16_Sensor_tr_1757_1st_2650,0.110735,0.720841,0.099366,0.699554,0.284971,0.601571,0.056289,0.020994
157_SMAP_id_14_Sensor_tr_2126_1st_5000,0.270199,0.875375,0.260008,0.852882,0.415282,0.895868,0.316588,0.169075
161_SMAP_id_18_Sensor_tr_2075_1st_5550,0.114711,0.811045,0.099982,0.777218,0.220987,0.987342,0.367478,0.165858
162_SMAP_id_19_Sensor_tr_1908_1st_4690,0.181999,0.874859,0.097476,0.643264,0.166664,1.000000,0.158710,0.026675
160_SMAP_id_17_Sensor_tr_1832_1st_5300,0.511104,0.940082,0.479879,0.924361,0.595094,0.967603,0.314658,0.184679
145_SMAP_id_2_Sensor_tr_2133_1st_5400,0.541865,0.816811,0.523543,0.793071,0.599020,0.994413,0.275636,0.115396
166_SMAP_id_23_Sensor_tr_1113_1st_1890,0.015136,0.528461,0.012089,0.513616,0.060604,0.291815,20884.411006,22.703018
163_SMAP_id_20_Sensor_tr_2051_1st_4575,0.076811,0.838791,0.066951,0.818330,0.155552,0.971279,0.699130,0.212655
164_SMAP_id_21_Sensor_tr_1976_1st_4200,0.005664,0.391427,0.004299,0.304910,0.012867,0.036651,0.547367,0.199197
165_SMAP_id_22_Sensor_tr_2129_1st_5000,0.170313,0.705683,0.186099,0.763989,0.345020,0.959759,0.294512,0.156859
167_SMAP_id_24_Sensor_tr_2094_1st_5600,0.015052,0.677782,0.007579,0.670906,0.029026,0.029027,0.311771,0.138772
168_SMAP_id_25_Sensor_tr_1998_1st_2098,0.105278,0.796290,0.092011,0.705260,0.164431,0.708772,0.017653,0.033244
