pred_len,backbone,dataset_key,family,vus_pr,vus_roc,auc_pr,auc_roc,standard_f1,pa_f1,status
96,DLinear,Exathlon_id_3,Exathlon,0.8743960326252996,0.991957655605494,0.8399599226551075,0.9903518897628416,0.9582912087195232,0.9999080459770114,ok
96,DLinear,Exathlon_id_4,Exathlon,0.8476834217978031,0.9948120288338734,0.8340572822804512,0.9941737934083356,0.9281338201920252,1.0,ok
96,DLinear,Exathlon_id_5,Exathlon,0.7334946409932174,0.9740195102093198,0.7053319471683465,0.9651756868184556,0.8374275838989471,0.5772998389133179,ok
96,DLinear,Exathlon_id_6,Exathlon,0.8808851936874719,0.9945053389303632,0.8355532088279509,0.990414565255638,0.8894430577314404,1.0,ok
96,DLinear,Exathlon_id_7,Exathlon,0.8670834157435362,0.9910416789091416,0.840098131038108,0.9894119070688658,0.9505653496293032,1.0,ok
96,DLinear,Exathlon_id_8,Exathlon,0.6393866570389007,0.976339235386346,0.6420877370677167,0.9763444258561677,0.7681649990036952,1.0,ok
96,DLinear,Exathlon_id_9,Exathlon,0.888123155805776,0.993285357066773,0.8528502481795547,0.9915861284401326,0.9448953536059064,0.9936038011695908,ok
96,DLinear,GECCO,GECCO,0.0620696680415916,0.590836063419657,0.34814542643625,0.7115815983834868,0.4496665823107945,0.5665839536807279,ok
96,DLinear,GHL_id_1,GHL,0.0141231981967184,0.3262935031859025,0.0133547008547008,0.3249466316092273,0.0263571463332739,0.0263427692658199,ok
96,DLinear,GHL_id_10,GHL,0.0134183842274892,0.2954482711368527,0.0125135903760661,0.2946623610573521,0.0253162057387281,0.0253033330832554,ok
96,DLinear,GHL_id_11,GHL,0.0257417220662254,0.7467155486725965,0.0213373543134014,0.7526176779007223,0.052839734383815,0.0528086625335177,ok
96,DLinear,GHL_id_12,GHL,0.0055950002819267,0.1831716410204756,0.0054191318504794,0.1803446926047763,0.0114304465115202,0.0128680746862565,ok
96,DLinear,GHL_id_13,GHL,0.034006789325502,0.7361559347253265,0.0321554032903203,0.734405910614074,0.0623066868697901,0.0621867958160965,ok
96,DLinear,GHL_id_14,GHL,0.0159938314334457,0.4222891529816475,0.0151002276544767,0.4212606568127932,0.029750912251899,0.0297152636789207,ok
96,DLinear,GHL_id_15,GHL,0.0261050452031091,0.8163326461128656,0.0244213987300924,0.8163240872623817,0.0549318532663855,0.071924070472818,ok
