pred_len,n_ok,vus_pr_mean,vus_pr_median,vus_roc_mean,vus_roc_median,auc_pr_mean,auc_pr_median,auc_roc_mean,auc_roc_median,standard_f1_mean,standard_f1_median,pa_f1_mean,pa_f1_median,vus_pr_delta_vs96_mean,vus_pr_wilcoxon_p,vus_pr_n_paired,vus_pr_wins,vus_pr_losses,vus_roc_delta_vs96_mean,vus_roc_wilcoxon_p,vus_roc_n_paired,vus_roc_wins,vus_roc_losses,auc_pr_delta_vs96_mean,auc_pr_wilcoxon_p,auc_pr_n_paired,auc_pr_wins,auc_pr_losses,auc_roc_delta_vs96_mean,auc_roc_wilcoxon_p,auc_roc_n_paired,auc_roc_wins,auc_roc_losses,standard_f1_delta_vs96_mean,standard_f1_wilcoxon_p,standard_f1_n_paired,standard_f1_wins,standard_f1_losses,pa_f1_delta_vs96_mean,pa_f1_wilcoxon_p,pa_f1_n_paired,pa_f1_wins,pa_f1_losses
96,200,0.3028455189720298,0.19244854063257,0.7456142438762119,0.7967424955660101,0.2368796226052021,0.12519066782144836,0.685398026701507,0.741832831763141,0.3199978253417984,0.23710295857880898,0.6112050925456252,0.6858958844222406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,200,0.2673368138368618,0.16768523681131714,0.7222380426173742,0.7780197266959865,0.209892995777116,0.10348123869914305,0.6668011829996309,0.7362789158392155,0.2961474052215049,0.2048161249753149,0.5695652177120967,0.6515858615871892,-0.035508705135168045,3.8203679598066594e-11,200.0,63.0,137.0,-0.023376201258837544,5.383774821936687e-09,200.0,54.0,146.0,-0.026986626828086044,3.7731720374357154e-10,200.0,62.0,138.0,-0.01859684370187621,5.395411302757721e-06,200.0,63.0,137.0,-0.02385042012029343,1.993244039310702e-09,200.0,61.0,139.0,-0.0416398748335285,1.4138341724902177e-05,200.0,58.0,109.0
