dataset                                             , VUS-PR  , VUS-ROC , AUC-PR  , AUC-ROC , Standard-F1, PA-F1   , MSE                  , MAE
089_SVDB_id_6_Medical_tr_50000_1st_83083            , 0.035697, 0.811294, 0.031351, 0.788327,    0.069634, 0.706354,              0.251839,      0.296627
113_SVDB_id_30_Medical_tr_4552_1st_4652             , 0.255481, 0.768898, 0.257621, 0.774372,    0.356991, 0.792665,              0.487522,      0.404406
093_SVDB_id_10_Medical_tr_500_1st_37                , 0.250218, 0.741838, 0.157538, 0.637961,    0.219695, 0.752074,              0.683788,      0.475925
092_SVDB_id_9_Medical_tr_2674_1st_2774              , 0.662132, 0.952547, 0.643230, 0.923792,    0.700845, 0.820351,              0.582825,      0.384329
030_MITDB_id_12_Medical_tr_50000_1st_84572          , 0.088846, 0.748513, 0.068689, 0.672874,    0.153286, 0.567635,              0.043083,      0.134656
086_SVDB_id_3_Medical_tr_533_1st_633                , 0.220070, 0.772500, 0.143332, 0.684210,    0.245849, 0.607758,              0.730081,      0.548702
127_TAO_id_12_Environment_tr_500_1st_24             , 0.792208, 0.923995, 0.050658, 0.475204,    0.092551, 0.092703,              0.038495,      0.134647
116_TAO_id_1_Environment_tr_500_1st_3               , 0.809806, 0.919429, 0.048371, 0.496673,    0.095316, 0.095502,              0.068547,      0.187975
091_SVDB_id_8_Medical_tr_500_1st_126                , 0.346450, 0.853907, 0.324907, 0.808610,    0.376673, 0.605706,              0.604535,      0.490150
109_SVDB_id_26_Medical_tr_1038_1st_1138             , 0.231278, 0.698192, 0.165413, 0.591358,    0.265121, 0.598777,              0.917604,      0.636664
087_SVDB_id_4_Medical_tr_5421_1st_5521              , 0.434340, 0.842412, 0.341349, 0.744477,    0.364032, 0.943399,              0.273047,      0.292411
118_TAO_id_3_Environment_tr_500_1st_7               , 0.313184, 0.656129, 0.048151, 0.495555,    0.094846, 0.094563,              0.186222,      0.333944
123_TAO_id_8_Environment_tr_500_1st_62              , 0.841307, 0.929485, 0.047045, 0.483927,    0.093693, 0.092939,              0.270588,      0.433922
124_TAO_id_9_Environment_tr_500_1st_1               , 0.823642, 0.920241, 0.052776, 0.511719,    0.094608, 0.096525,              0.042336,      0.140589
111_SVDB_id_28_Medical_tr_1791_1st_1891             , 0.217839, 0.769598, 0.138971, 0.657888,    0.250226, 0.681192,              0.753931,      0.481857
126_TAO_id_11_Environment_tr_500_1st_7              , 0.960438, 0.982681, 0.098593, 0.505708,    0.175572, 0.176458,              0.245540,      0.408733
097_SVDB_id_14_Medical_tr_1031_1st_1131             , 0.218284, 0.716293, 0.149630, 0.612784,    0.294089, 0.591355,              0.766727,      0.555866
088_SVDB_id_5_Medical_tr_500_1st_168                , 0.153405, 0.639773, 0.117346, 0.550874,    0.190605, 0.759730,              0.994753,      0.599662
122_TAO_id_7_Environment_tr_500_1st_19              , 0.725683, 0.882641, 0.096037, 0.507205,    0.173506, 0.176334,              0.068031,      0.195027
125_TAO_id_10_Environment_tr_500_1st_9              , 0.961004, 0.982980, 0.092963, 0.489735,    0.172393, 0.172363,              0.153595,      0.342585
121_TAO_id_6_Environment_tr_500_1st_7               , 0.836128, 0.914334, 0.146805, 0.502509,    0.247017, 0.247020,              0.137346,      0.313911
128_TAO_id_13_Environment_tr_500_1st_7              , 0.824826, 0.916158, 0.135457, 0.493568,    0.248268, 0.248360,              0.135438,      0.295941
117_TAO_id_2_Environment_tr_500_1st_1               , 0.678451, 0.842069, 0.142358, 0.501116,    0.244864, 0.246821,              0.066516,      0.205344
119_TAO_id_4_Environment_tr_500_1st_1               , 0.905618, 0.968029, 0.090535, 0.478221,    0.172999, 0.172932,              0.055191,      0.181620
120_TAO_id_5_Environment_tr_500_1st_3               , 0.958916, 0.983471, 0.095965, 0.499011,    0.176158, 0.176660,              0.111988,      0.257464
172_SWaT_id_2_Sensor_tr_23700_1st_23800             , 0.120928, 0.346226, 0.120228, 0.332677,    0.222726, 0.857387,              3.938796,      0.096163
