dataset_id,family,n_channels,n_train_above_floor,vus_pr_raw_max,vus_roc_raw_max,auc_pr_raw_max,auc_roc_raw_max,standard_f1_raw_max,pa_f1_raw_max,vus_pr_raw_mean,vus_roc_raw_mean,auc_pr_raw_mean,auc_roc_raw_mean,standard_f1_raw_mean,pa_f1_raw_mean,vus_pr_raw_median,vus_roc_raw_median,auc_pr_raw_median,auc_roc_raw_median,standard_f1_raw_median,pa_f1_raw_median,vus_pr_z_train_max_nodrop,vus_roc_z_train_max_nodrop,auc_pr_z_train_max_nodrop,auc_roc_z_train_max_nodrop,standard_f1_z_train_max_nodrop,pa_f1_z_train_max_nodrop,vus_pr_z_train_mean_nodrop,vus_roc_z_train_mean_nodrop,auc_pr_z_train_mean_nodrop,auc_roc_z_train_mean_nodrop,standard_f1_z_train_mean_nodrop,pa_f1_z_train_mean_nodrop,vus_pr_z_train_median_nodrop,vus_roc_z_train_median_nodrop,auc_pr_z_train_median_nodrop,auc_roc_z_train_median_nodrop,standard_f1_z_train_median_nodrop,pa_f1_z_train_median_nodrop
Exathlon_id_16,Exathlon,12,12,0.7489283546432746,0.9874554564636931,0.7452380425556371,0.9872325738676483,0.8875960878987903,0.9826666666666667,0.7394701575812089,0.9869770484880924,0.7269564676650737,0.9867758896476639,0.8913259414805542,0.9779399568751037,0.7494616877230655,0.9875156644186657,0.7464812093322246,0.9873296461259934,0.9028732943130753,0.9986449864498645,0.5580495386880506,0.966155563601481,0.5625122200150143,0.9661092693611412,0.7685576517298526,0.9512746047111972,0.5768103560228183,0.9691340050926236,0.5824076833503179,0.969067729040141,0.7837602323759749,0.9554367201426025,0.7280400326073853,0.9865711794343504,0.7136130119751669,0.9863569757458663,0.8896312456636596,0.9912575655682583
Exathlon_id_12,Exathlon,18,18,0.7580856021893426,0.9844426044683888,0.7520171899409733,0.9837925153635807,0.8526048138815662,1.0,0.7674541240549827,0.985470436106023,0.761231005880019,0.9848773874406745,0.8711290835786262,1.0,0.882284194989892,0.992981731316691,0.8750034635401267,0.9925035500295574,0.9181782837146344,1.0,0.6961477098477585,0.9758775848974001,0.6912782302570379,0.9751671747388195,0.7895048300797791,1.0,0.727549743575417,0.9785301079938925,0.7223836619598702,0.9778981371142149,0.8125564949240682,1.0,0.8753866700160591,0.9929131618130287,0.866184859193592,0.9923751900264831,0.9201858028451215,1.0
Exathlon_id_10,Exathlon,18,18,0.7479841180629093,0.9845743605216272,0.7282905878555475,0.983890137981252,0.8544897258448804,0.9910306312404806,0.7576988411717215,0.9855650509661152,0.7378645890928625,0.9849449330048544,0.8684003505963995,0.9908629441624366,0.8805932921511489,0.9931365495840058,0.8706345562525601,0.9926327620738068,0.917109864270286,0.9998292641283933,0.693883117152314,0.9771883988854819,0.6755066464205199,0.976460275028667,0.7902430937107843,0.9910306312404806,0.7196664925335645,0.9798443676207812,0.7043020660254415,0.9791852731158345,0.8129038692942949,0.9908629441624366,0.8698162131051467,0.9927930112762545,0.8547170904846438,0.9922397048290796,0.9182619667207735,0.9982952608250938
Daphnet,Daphnet,9,9,0.1873704128730902,0.8067447294217021,0.1654607801605829,0.8074151707517353,0.35214926493864895,0.4192294096854012,0.2079864242482645,0.8254135895712015,0.18280396928272752,0.8270326829777878,0.3619714119506282,0.4670080468178493,0.27774411330540766,0.8876180613075932,0.2543599527075837,0.8843094497122354,0.4289380019417635,0.6534288638689867,0.22747338162739145,0.8466839370151901,0.20497725077300993,0.8478725494245112,0.36908627946974354,0.5842259006815969,0.22546226344396436,0.8421055064036336,0.20007227828156887,0.8438947640345529,0.372679880233247,0.5509641873278237,0.2791264311690944,0.8780091817049422,0.24908653010097526,0.8758362668571331,0.4004741894018253,0.6222775357809583
Exathlon_id_11,Exathlon,18,18,0.7574339430584566,0.9844635681946372,0.7511245264047182,0.9838194931172967,0.8531049333526183,1.0,0.7676544866318528,0.9854933147507262,0.7606724651277867,0.9849080289714448,0.8691496661132753,1.0,0.8918859448434746,0.9933989990142849,0.8844506195474766,0.9929150326647026,0.9185793766556951,1.0,0.6989075168251996,0.9764249425794419,0.6936860112605099,0.9757104468427699,0.789597819128373,1.0,0.7303146742936042,0.9791729120467494,0.7248218485434788,0.9785388507770871,0.8152799798731382,1.0,0.8863489337446223,0.9932944461643889,0.8780232389571572,0.9927867472152313,0.9186993752413035,1.0
Exathlon_id_1,Exathlon,18,18,0.8085143314984006,0.9801023098741736,0.8030959284145387,0.9796135379423125,0.9353261147370499,1.0,0.8266934371936986,0.9826457701983785,0.821311930062498,0.9821794906985547,0.9441397857595492,1.0,0.9293488628351556,0.9921283394408195,0.9260144934921057,0.9917334142366709,0.9655490772842072,1.0,0.7962434953053246,0.9773946293152193,0.7910083954307086,0.9768401757838674,0.9133491004955921,1.0,0.8365521583412268,0.9838946948121249,0.8309126957963722,0.9834237622488062,0.9457854965293749,1.0,0.9124520736578626,0.9907954369257245,0.90843616284012,0.9903703648067304,0.9622004301016014,1.0
Exathlon_id_13,Exathlon,31,31,0.7448847186980835,0.9650543264497249,0.7120643603855018,0.9623380936756935,0.8090694182989276,0.9988976667279074,0.7991988024526736,0.977726461392269,0.7666097731216679,0.9754542101927949,0.9145525288174243,0.9988976667279074,0.899041458058964,0.9890655319251596,0.8772717192610244,0.9870649122550325,0.9408017179283279,1.0,0.7631051514177996,0.9759110740270873,0.739418209235291,0.9736712753437969,0.8821098803188427,0.9912488605287146,0.775125331035947,0.9765570584735581,0.7559301948117303,0.9743306062325618,0.8833612001919487,0.9996322853465711,0.8986843529485693,0.9899291423461528,0.8762540227185548,0.9879418063156322,0.9475767197183176,1.0
Exathlon_id_19,Exathlon,18,18,0.7637250898084044,0.9847022219750654,0.757946423008433,0.9840661696880898,0.853851456435637,1.0,0.7750265544524696,0.9858099683765263,0.7684797252373804,0.9852109189587852,0.8687665863952668,1.0,0.9059603646063412,0.9942280878933818,0.8990689606704354,0.9937718665717152,0.9194804938213544,1.0,0.7271555269677032,0.9795499620203253,0.7222470833226488,0.9788684948573352,0.7965307963076924,1.0,0.7524989551658353,0.9823260220719219,0.747323500770521,0.9817116178029572,0.8275417561608283,1.0,0.9042357298576846,0.99424938089474,0.8960204038929825,0.9937239286050842,0.920357446441372,1.0
Exathlon_id_18,Exathlon,18,18,0.7574229848798119,0.9844078177647886,0.7509348097934225,0.9837582420072999,0.8514889502105697,1.0,0.7677031646605286,0.9855074319835744,0.7607159940077265,0.9849076242518867,0.8668311263195404,1.0,0.883182080043838,0.9929442753571119,0.8762768510626597,0.9924725463812876,0.9176495243375069,1.0,0.703875528602569,0.9770395562309512,0.6983551913244332,0.9763373574386006,0.7908769922234545,1.0,0.7299776554589005,0.9797296952156987,0.7251642002814217,0.97910403098976,0.8156139851203887,1.0,0.8751032994331558,0.9927977808554235,0.8671217445032305,0.9922520274745791,0.9184594922838957,1.0
Exathlon_id_14,Exathlon,16,16,0.8335595161713278,0.985110663257223,0.7821208511766184,0.9809522668419006,0.8975544309226274,0.9630794701986755,0.8336794242417147,0.9851490023446037,0.782847226164294,0.9812314108446134,0.8974268037022931,0.9630794701986755,0.7699792255109396,0.9767346214379848,0.7241721745394253,0.9714498455911557,0.8842804337591241,0.9898749255509232,0.8336562095673248,0.9851359481846506,0.7824178866692069,0.981019200080572,0.8975544309226274,0.9630794701986755,0.833718126382871,0.9851564912897358,0.7828626425495269,0.9812062866936513,0.8975873173459479,0.9630794701986755,0.7633135307792647,0.9765826201121035,0.7239122788056501,0.97160926289343,0.8866632647768864,0.9857651245551602
Exathlon_id_2,Exathlon,8,8,0.36027397958218776,0.5683311243537884,0.35182887052915496,0.5660169605519056,0.46768556270072154,0.9870976150136843,0.3597123653339786,0.5460314193954457,0.3493551884860128,0.5437731650993303,0.4858767225798377,0.9867118290776447,0.30089737017706797,0.3990417865179815,0.30062227961452465,0.3966720322613371,0.44784818340084115,1.0,0.537244524918615,0.8769660601099016,0.5276287725398643,0.8756691360380695,0.6664696955706355,0.9868403908794788,0.46348190437002046,0.7261061157100005,0.45270421308381603,0.7241610229742323,0.5889705248997407,0.9863263445761167,0.29153433061020695,0.3859388444390563,0.281149215370895,0.38340830520870994,0.4430039396528299,0.9858128335285695
Exathlon_id_20,Exathlon,7,7,0.2669979852770356,0.47082565417442396,0.25787854826866674,0.46816405931726063,0.4342701535134655,0.9973087274125336,0.27397209569325226,0.46171014214587236,0.26365594636500556,0.45900155359472194,0.46514038057459306,0.9592012818932577,0.24984897387383312,0.392449879436276,0.24144680940449753,0.38969941599347413,0.44623362381940196,0.958728594308242,0.49104478817423,0.8877470411614294,0.48146378795591444,0.8863927208845275,0.6312179576802798,0.9885670731707317,0.36759713374321606,0.677994371330038,0.35762201115927544,0.6756775707018955,0.5256323673841393,0.9608593653537474,0.24658945116519637,0.38055608727589757,0.23553660112274136,0.3776680604777338,0.45250749693439674,0.9624041553302003
CATSv2_id_1,CATSv2,17,17,0.19790930334673987,0.7668451375676744,0.1934092473754785,0.744602508841733,0.29031808206901266,0.7013757755597518,0.16479566852429411,0.7644978481281706,0.16417356358574475,0.7402561646527164,0.24338973866960875,0.7699711260827719,0.02521816032717381,0.5039915405316502,0.023716144014330014,0.49769219103055307,0.051116063703944746,0.4686976899899565,0.28825483040631644,0.7817692099914584,0.25690063399776025,0.7599136273209549,0.4048510711369312,0.2608695652173913,0.2051015686135269,0.7565546622027572,0.18721786003805224,0.731937199135475,0.31876116848832853,0.585308750365818,0.026020806254954836,0.5453061946584,0.02401884321186558,0.5324889294134985,0.052741078853338556,0.425531914893617
Exathlon_id_23,Exathlon,18,18,0.7580627082710428,0.9844695041063037,0.7504692883106877,0.9838197167781051,0.8544951717391094,1.0,0.7676501678844747,0.9854919968711637,0.7597614786145418,0.9849042160871849,0.8733153147078837,1.0,0.8831534233369732,0.9931703268224087,0.8754727298684587,0.9926827023372,0.9187855917973099,1.0,0.7089401613125722,0.9777507152416212,0.7026062743989601,0.9770378630909565,0.7906802112003338,1.0,0.7367713054818815,0.9805711334141378,0.7304353615976353,0.9799403839570189,0.8210239106089456,1.0,0.8798009428272574,0.9930024496389377,0.8703273517979498,0.9924679666599697,0.9198867252191721,1.0
Exathlon_id_22,Exathlon,31,31,0.712316694806519,0.9594590022809494,0.6777289960080439,0.9567360063235734,0.8028142076168028,0.995696364801758,0.7794403542555528,0.9747490627016874,0.7434484584997292,0.9724108796347568,0.9071053188615006,0.9967002749770852,0.934864247851067,0.9927879217041023,0.9114437633721775,0.9908384104520809,0.9554090200000124,1.0,0.7132575926038941,0.965423638258603,0.6929072999301299,0.9630556427055117,0.8579107632865702,0.9941488389102212,0.7482759849873188,0.9678023866485503,0.7243675557391599,0.9654435176503156,0.8615828926774405,0.998714180749449,0.9227220265790446,0.9920184977020274,0.8987684577852922,0.9900072665524263,0.9576514641056371,1.0
Exathlon_id_21,Exathlon,12,12,0.7974892899060344,0.9844609776440942,0.7495724893056642,0.9804518607512068,0.8845695386579809,0.9646404449741756,0.7975262142945116,0.9844670627662003,0.7496609177931755,0.9803867116461327,0.884506413724403,0.9646404449741756,0.7253675755990262,0.9778881704536975,0.6833420109142202,0.9719763774977216,0.8734734757606367,0.9372707971434087,0.7972249242349955,0.9843658739146701,0.7481369675204903,0.980039963639558,0.8846493873770499,0.9646404449741756,0.796642590665037,0.9843212384455686,0.7479654725218081,0.9799559241337843,0.8852834500773549,0.9645446419704042,0.7692930239271435,0.9786855751982663,0.7232232797678149,0.9726330215515984,0.8713605332267098,0.9831949787406358
Exathlon_id_24,Exathlon,31,31,0.695419408478778,0.9564831119534055,0.661056877790969,0.9536936890884655,0.7954808863396704,0.9939670932358318,0.7677207926335059,0.9734269208180913,0.7318106896527676,0.97105418401346,0.9054140869668394,0.9939670932358318,0.9224586407327985,0.9917257388203577,0.8982464883470417,0.9897280139238239,0.9539231019219839,1.0,0.7358372658306861,0.9730380362843031,0.7113549420837728,0.9706810826186081,0.9065402889224844,0.988275924747796,0.74572523351586,0.9730029470492096,0.718104488732195,0.9706660060166323,0.9108404567665739,0.9976146788990826,0.9114547488731568,0.9911493433591968,0.8866642682882532,0.989092420809378,0.9559020501900208,1.0
Exathlon_id_4,Exathlon,18,18,0.7510434135383565,0.9841420880881339,0.7438227815847824,0.9835403218261763,0.8545753053566868,1.0,0.761441997474995,0.9852290707281798,0.7534356348309263,0.9846464736316262,0.8707596921865798,1.0,0.8844594229297449,0.9931718953504817,0.8760802601672737,0.9926971657361525,0.9176234860162279,1.0,0.6933591717237733,0.975570011495507,0.6871983788929786,0.9748807397966791,0.7902404345261751,1.0,0.7252535377053951,0.9781403028968926,0.7201454234193,0.9775235052599058,0.8105111757498386,1.0,0.8755547178852455,0.9928505776438633,0.8658522055295346,0.9923094337487716,0.9182619667207735,1.0
Exathlon_id_3,Exathlon,31,31,0.7150717098985756,0.9597008968954542,0.6799254968755902,0.9569148920546452,0.7964512652384413,0.9932407745706978,0.782384259232867,0.9756413796653722,0.7463411285941086,0.9732754221104503,0.9076051089265754,0.9933315063487713,0.9289196874593116,0.9924040233548169,0.9044444302361554,0.9904298564482232,0.9564625560990062,1.0,0.7313072542381284,0.9689309980147229,0.7071261959648107,0.9665088486952826,0.8655467032251578,0.9948764867337603,0.7560309220232005,0.9711270450279946,0.7288105392935681,0.968746067168754,0.8714178119954638,0.998347410943812,0.9176368244030437,0.9918371581914808,0.8932700538165668,0.9898142011471076,0.9599878766422268,1.0
Exathlon_id_27,Exathlon,31,31,0.7228901378006404,0.962546851953637,0.6880897137438438,0.9598964373010441,0.8119256523568499,0.9946034940089636,0.7780799529926102,0.9750021100672321,0.7420469786119825,0.9726740971126657,0.9131191908739885,0.994421582075903,0.9282043978046826,0.9922044831163134,0.9038805891334499,0.9902274657332356,0.9557848534468301,1.0,0.7441905191546717,0.9737761300713799,0.7195764003647853,0.9714012813509532,0.8921964840336957,0.9918817841831615,0.7597649912709727,0.9744500785219485,0.7316444963722591,0.9720976601476611,0.9105280754069306,0.9979809104258444,0.9199625465901581,0.9918479235952932,0.8951601195017475,0.9898136534049831,0.9579168984256248,1.0
Exathlon_id_6,Exathlon,31,31,0.6638394491441401,0.9562698742406031,0.607474230582789,0.9507463220364601,0.6374882618193044,0.9994879672299027,0.7149754954854859,0.9720085481319093,0.6601289922929257,0.9673657472801569,0.6756751378787446,0.9998292641283933,0.8931110112857152,0.9912461385991768,0.8679402043823334,0.9877642627006534,0.8233165724590259,1.0,0.7840785415471178,0.9805893198515074,0.7509147998534341,0.976816832959543,0.7255590272623614,1.0,0.8143741034346111,0.9826724231604307,0.7846669011245693,0.9790104662181862,0.7251505729251121,1.0,0.9069622022706509,0.9925780771168714,0.884349413392754,0.989706224297113,0.8420354236298051,1.0
Exathlon_id_8,Exathlon,12,12,0.7587328427970053,0.9880318944118014,0.7551643936832738,0.9877788884923663,0.8905552907506111,0.9954414992402498,0.7503814350926086,0.9878386762482524,0.7379155939496982,0.9876577651793911,0.8977728242684315,0.9813581890812251,0.7473814062562678,0.9880227787467132,0.736854954126777,0.9878347923741897,0.9080427961347417,0.994937563280459,0.5556862807779942,0.9666716496328637,0.5602484080967651,0.9666974827861352,0.7718366808058448,0.9385546004457179,0.5769950376233663,0.9697572418005901,0.5779338894281402,0.9697702379038862,0.8018156131926734,0.9474529969468102,0.7371219436042279,0.9872011861863631,0.7223695166406623,0.9870100804406154,0.897715313271341,0.9808684079188155
Exathlon_id_15,Exathlon,19,19,0.40511480679293144,0.623838759241672,0.5142249291292753,0.7398887962611997,0.5881183972381538,0.7918781725888325,0.4051035349989636,0.6237782596277116,0.5142113109359769,0.7398286420890484,0.5881183972381538,0.7918781725888325,0.865369244702515,0.9824210941153332,0.840352676170495,0.9788309906860173,0.82461583491136,0.9987287215900282,0.40491578572038966,0.6232546472445092,0.5140643295547249,0.739226350717429,0.5881183972381538,0.7918781725888325,0.4049325746418813,0.6233388672011929,0.5140912930479978,0.7393408681072954,0.5881183972381538,0.7918781725888325,0.8826553371393756,0.9874148029157004,0.8596362375159827,0.9850606231974706,0.8810232428622315,0.9960726103225408
Exathlon_id_7,Exathlon,31,31,0.7226141719005286,0.9603759401577039,0.6886854535516642,0.9576196718461867,0.7984171559469144,0.9978893273377994,0.7897303839290866,0.9761255441642889,0.7545234787561341,0.9737782904613632,0.9126180365338263,0.9978893273377994,0.9382263107931045,0.9931548109504427,0.9146587492045647,0.9911888490165335,0.9556827778876529,1.0,0.7639039338909428,0.9769637493840079,0.7389177804509165,0.9746413540333208,0.916881907625448,0.9889949977262392,0.7719523518345481,0.976721271331792,0.7455752990523415,0.9744095016388136,0.9188817415219779,0.9986224630360915,0.9257992261367933,0.9923611694094553,0.9018651972864213,0.9903168914818301,0.9590790568770217,1.0
CATSv2_id_4,CATSv2,17,17,0.3070408633815722,0.7840208090852132,0.35600199383939835,0.7682934148299133,0.3968270405290298,0.7013852358407856,0.26142942519162554,0.7659020475859436,0.30889243203040895,0.7508367020291071,0.3726338456121904,0.6771372143327377,0.0642179863466093,0.6146854274821457,0.0639360762603928,0.600501602816421,0.1122536964257407,0.7801477301020832,0.4604608052016987,0.8359059826092511,0.4985078861676705,0.8170946567380566,0.5666396613263259,0.7516729306077551,0.41265105920130785,0.8059974885657848,0.4716160333834406,0.7893814001529844,0.547178031285688,0.7326661901358112,0.048425912340342,0.5733121325161039,0.046076422122622786,0.5578272932960261,0.08647387691960767,0.6096167034976758
Exathlon_id_9,Exathlon,31,31,0.7209529331783227,0.9604473470545946,0.688380385785854,0.9577419073480367,0.8012955355630557,0.9993566767760316,0.7876525190814216,0.9758421152156441,0.7540139973960651,0.9735255827854674,0.9090706674473317,0.9988976667279074,0.9351470566084111,0.9927902149548244,0.9118394405890339,0.9908470990115302,0.9554304634406379,1.0,0.7338570048184869,0.9649643858112351,0.7162568961477387,0.9626406801187979,0.8717276932297688,1.0,0.7552373688165762,0.966458232516585,0.7355115097529098,0.9641358791830408,0.8769882328539361,1.0,0.9229353694831813,0.9921061409241971,0.8983891839197563,0.9901109609833632,0.959040589151109,1.0
Exathlon_id_17,Exathlon,19,19,0.3961381853514383,0.6229091740851818,0.5003662526972679,0.738270775927441,0.5767757034478184,0.7893738140417458,0.3961366741951699,0.6228269099902157,0.5003503218250696,0.7381989447507686,0.5767757034478184,0.7893738140417458,0.865496919319478,0.983526423484786,0.8362552536583974,0.9798988345330606,0.8339924376586014,0.992971206609532,0.3958036274576898,0.6219924983994748,0.5001187961035851,0.7372419632862011,0.5767757034478184,0.7893738140417458,0.395917030446652,0.6221246444001827,0.5001574320744819,0.73740014316341,0.5767757034478184,0.7893738140417458,0.8824052783292857,0.9875052839753802,0.8515299344575381,0.984909726164858,0.8859846323432641,0.9988526064440103
CATSv2_id_6,CATSv2,17,17,0.2867808574021472,0.7475508530294867,0.32779123809828975,0.705866198630137,0.3948441174226922,0.7090012330456227,0.2423828035054388,0.7230815646008794,0.27898481599674074,0.6801138407534246,0.34332727138192887,0.6784660766961652,0.03402641876318707,0.5037708664458356,0.02912509279321175,0.46290093493150686,0.06857759662574259,0.784698381559588,0.42281326369121824,0.8073883225385988,0.4125546708778493,0.7580462568493151,0.4787217502537361,0.688622754491018,0.3256130495540345,0.7472354432708632,0.32947631245515174,0.6975539092465753,0.40258431853926,0.7640878701050621,0.025829772344161686,0.45138026936453957,0.02330460771588835,0.4087182962328767,0.051986704792229145,0.6487761722205839
Exathlon_id_25,Exathlon,19,19,0.3991734301663732,0.6231418458080233,0.5054924111196368,0.7388040284764041,0.5804252482057365,0.7882007653155998,0.3991666520542418,0.623062960982741,0.5054773385271937,0.7387350390540843,0.5804252482057365,0.7882007653155998,0.8626118355836607,0.9819057247121857,0.8351848610532759,0.9781876315797258,0.8197660331359656,0.9983572513405449,0.39884823200701475,0.6221560686537869,0.5052318088554874,0.737712435417628,0.5804252482057365,0.7882007653155998,0.39886798873622925,0.6223036085402752,0.5052713000115533,0.7378798920605119,0.5804252482057365,0.7882007653155998,0.8806483773849957,0.9870177006989386,0.852423589725977,0.9844600812152646,0.8780314054693859,0.9986977551779734
CATSv2_id_2,CATSv2,17,17,0.1535532374974288,0.7379586994484684,0.20021740608655572,0.7349720272834689,0.23026193458729555,0.759974667511083,0.14074099460121364,0.719106497056119,0.17738975244863003,0.7191052849951531,0.22542152831296158,0.8108108108108109,0.054674914906662965,0.6467963630868899,0.05086374152320012,0.6270198522576427,0.1019074015116342,0.629987400251995,0.1719737859468157,0.7800339736465994,0.2273045503367104,0.7790844202494951,0.26789317519867867,0.7258430364433691,0.16713368567731016,0.7561542006387534,0.21403118459446432,0.7561020313745304,0.26573994198572687,0.7585335018963337,0.05655525259731198,0.6374366379055004,0.05336397639948308,0.6177807076608278,0.10273293594318865,0.6893382352941176
Exathlon_id_26,Exathlon,19,19,0.39232316452810834,0.6226252395261891,0.494267813988722,0.7380419443065918,0.5759726737261682,0.7913760304375397,0.3923180732207317,0.6225779455879835,0.49425744735344324,0.737994219259083,0.5759726737261682,0.7913760304375397,0.8636935655651656,0.9823913579200252,0.8376413385807437,0.9787691068845871,0.8265752499062693,0.9978623873106354,0.3919989084219264,0.621578135054812,0.49400169972796526,0.736925750497784,0.5759726737261682,0.7913760304375397,0.39204183856586755,0.6216904261860723,0.49403071066820337,0.7370477223984158,0.5759726737261682,0.7913760304375397,0.8816326243948114,0.9875205022715299,0.8518961453752575,0.9851307531500573,0.8847083157829387,0.9982025536134871
Exathlon_id_5,Exathlon,19,19,0.39193185023538285,0.6221696563307009,0.49212919063885374,0.7377101173068417,0.5775874247384704,0.7804016773339219,0.39193658958322936,0.6221173273830177,0.4921212056986956,0.7376705939501866,0.5775874247384704,0.7804016773339219,0.8395665138729617,0.9798751147770738,0.8086532407971824,0.97607861203975,0.8152660258004217,0.9922065120290793,0.3916368707251272,0.6212179868160917,0.49187785988124477,0.7366523758285958,0.5775874247384704,0.7804016773339219,0.3917115734995925,0.6213375195741518,0.49191041948551134,0.7367909048694821,0.5775874247384704,0.7804016773339219,0.8692569043488849,0.9863073141313048,0.8412005365877456,0.9838284676564604,0.8822404531109079,0.9969975547095057
GECCO,GECCO,9,9,0.2279433324008897,0.9351042692797151,0.3899098673709055,0.8899277153384284,0.46056840116682213,0.5400078833267639,0.2273457617673958,0.9335541373111902,0.3940158897406257,0.8939696710078192,0.4848440666461928,0.5421448357736446,0.1266130874921864,0.8093303922133146,0.3428879290339466,0.8170639724682189,0.3979223431830159,0.5174251742517425,0.19413202197738763,0.9179281161709696,0.3806291250459317,0.8778884686988521,0.4615341414799874,0.5400078833267639,0.19565863660841376,0.9174933688143757,0.38716466622619694,0.879918761765313,0.4842867081520035,0.541501976284585,0.1508285292495143,0.827490126114546,0.35311933265962364,0.8173912039044917,0.4025618965743432,0.5111381125961928
GHL_id_1,GHL,19,19,0.007982159791839563,0.13943649387353707,0.006414971973698727,0.10481231438997501,0.02436574965678104,0.04601914070454083,0.00795399167910419,0.13757954108212117,0.006406569510660344,0.10316543365999661,0.024365910116133194,0.048733904257285444,0.009535434826263988,0.3480243561808587,0.009249990221199439,0.34024263776165553,0.028309327620928713,0.5690647482014388,0.01023036137681709,0.39517126003820424,0.009215112165939223,0.3694016896931491,0.030040485543601392,0.4396887159533074,0.007551002610633246,0.15311543785831921,0.006492408291333314,0.11962451384973,0.024365910116133194,0.08612336000871033,0.008566228082104098,0.3088642444017253,0.007946999106398688,0.28374109906492406,0.02723523636786909,0.06105043800409061
GHL_id_15,GHL,19,19,0.007034495284522267,0.4239868320741611,0.006351486124331398,0.40094546696127786,0.022804644746454755,0.12054874489200233,0.007367110154768198,0.4308930554776913,0.006423582858413219,0.4076719812425737,0.023173593320606256,0.11577816193991497,0.0063725706480732445,0.24703601563686403,0.005946444097699028,0.22391904977078564,0.01963775752155094,0.9287856071964018,0.00687924892500301,0.25593433600604704,0.005359830449520635,0.22262030279956307,0.016915091085612198,0.17186849771119433,0.008469291870996947,0.4622293432652808,0.006873136292758203,0.43895313051243845,0.024138633098138157,0.1558392553927426,0.005871285591415357,0.23277710101774537,0.005098622703006693,0.20492700481029016,0.016450633827493094,0.5792426367461431
GHL_id_14,GHL,19,19,0.008202821215796423,0.24473209269387997,0.006687424600197227,0.19985333808886513,0.023337561152382676,0.10071656050955415,0.008140173220603085,0.23995622708355294,0.006642793863383012,0.1951214163378573,0.023337561152382676,0.09422468143970632,0.012752101690880318,0.4882010461830618,0.011505554126950875,0.4636304058890579,0.03906376781457312,0.751412429378531,0.012849259309068897,0.433750147729226,0.010490689765393735,0.3981889171958072,0.04330106850252426,0.7865867199644682,0.00863829111930438,0.25784355047590163,0.006869126337445326,0.21443246762008147,0.023337561152382676,0.23837067209775967,0.009572269905990211,0.4062596604878473,0.008754576546710663,0.37450065487604095,0.026128836900189398,0.4888072168392917
GHL_id_10,GHL,19,19,0.007862708425866905,0.18675263063205286,0.006700182446976255,0.15782237912530594,0.024430959491361908,0.024431200816568438,0.007814093453492045,0.18164750389338732,0.006683521785952957,0.15439296187854024,0.024430959491361908,0.024431200816568438,0.011382870779888914,0.4894910740989544,0.010903822028117169,0.4864614615079035,0.03517042273920654,0.024431200816568438,0.011895184181357613,0.4113055603159986,0.03129140234945636,0.3928604487676123,0.04453090192966835,0.24503311258278146,0.00826316617250475,0.19380540740412328,0.0070101990797761535,0.16765846891841926,0.024430959491361908,0.1670428893905192,0.008226073082816834,0.2923030777850556,0.007745925059053321,0.2723811940017066,0.026785192171075622,0.024431200816568438
GHL_id_12,GHL,19,19,0.005612139936375279,0.21209177472159613,0.004035271707182281,0.1790382024318913,0.013046613974842127,0.04565694302656444,0.005552956282696719,0.2078893072656545,0.003984405682479489,0.17476257948014529,0.013046613974842127,0.0463352805025901,0.0048187490737754595,0.3214838050092942,0.004502404696947537,0.30569210880996045,0.01529245948354582,0.013046743589902739,0.004671974370514084,0.29303999781508056,0.004339569983855661,0.27068273491761197,0.01510541658138852,0.013046743589902739,0.005450700500591361,0.19745567276415638,0.003908057103345518,0.16556207583732496,0.013046613974842127,0.013046743589902739,0.0048956459371478425,0.32951405898404973,0.004508493429966422,0.30350080036327076,0.014382734603555531,0.06539729948354178
GHL_id_11,GHL,19,19,0.00721504003611327,0.25570110414912084,0.005966802121254521,0.2225963735226607,0.020402709362322774,0.06549646319098769,0.007343222705155598,0.2592948243927345,0.0060374537087532565,0.22635542813706488,0.020402709362322774,0.15386509108813393,0.007794572628966725,0.37864150792104123,0.007246150152278217,0.36220773405490087,0.022574653622354245,0.05571371941331219,0.007220167988662837,0.326526302250079,0.00666628555828556,0.3017870351816465,0.022426572170038916,0.15162542455118874,0.00745030542658573,0.25975010405741267,0.006195452290844386,0.22946887656096254,0.020402709362322774,0.2788311398616998,0.007928657131515688,0.3676280318739555,0.007431880914897096,0.3457105121082641,0.02473680675241001,0.5689576695493855
GHL_id_13,GHL,19,19,0.007766163536448658,0.14272608930623118,0.006421244296536973,0.10737495973833722,0.024352899727034156,0.07354794363615534,0.007738759857009977,0.13936473253478884,0.006405825880947883,0.10364390571815926,0.024352899727034156,0.04679811932791486,0.008712962970325755,0.296172463360927,0.00810000239533202,0.28499776704561763,0.028016573802513108,0.363019508057676,0.008844496054712067,0.2793158003562784,0.007793769989935658,0.24979639915516882,0.02726189731356202,0.377314134587129,0.007840327525154336,0.14449112320338903,0.006434210428622814,0.10952378772494803,0.024352899727034156,0.1406660823838738,0.008231798402482952,0.27382927409902924,0.007499518058452639,0.24627016525585477,0.027207977185760006,0.05867568432116255
