dataset_id,n_train_baseline_rows,n_channels_used,sliding_window,VUS_PR_max,VUS_PR_median,VUS_PR_mean,VUS_ROC_max,VUS_ROC_median,VUS_ROC_mean,AUC_PR_max,AUC_PR_median,AUC_PR_mean,AUC_ROC_max,AUC_ROC_median,AUC_ROC_mean,Standard_F1_max,Standard_F1_median,Standard_F1_mean,PA_F1_max,PA_F1_median,PA_F1_mean,err_max,err_median,err_mean,status,error
GHL_id_6,34713,19,125,0.007169852195489521,0.006429494739185726,0.00636687869844115,0.3197808420567121,0.2942985544872258,0.15388913908616283,0.006345002315486798,0.0059251140949754845,0.004937073573138297,0.2932358606275761,0.270577808482102,0.11975436216026344,0.020746142163515644,0.02073962620883272,0.018487328353181284,0.22053808260704813,0.07707588398887565,0.06674311926605504,,,,ok,
GHL_id_7,34713,19,125,0.006716224499161661,0.006561960542238355,0.007025337070839698,0.39959886972182734,0.3565773140826088,0.3143015582591227,0.0061199650748066685,0.0059552445193063195,0.0056025368073227624,0.3735513248542589,0.3292285867789856,0.282993738677513,0.019393067790874345,0.01807630250265701,0.01680738930177444,0.07190254531048826,0.5924112607099143,0.22574626865671643,,,,ok,
GHL_id_8,34713,19,125,0.003996430659147431,0.004094633121607741,0.004217563939436239,0.28687913783892277,0.3309647127557115,0.2181869928057409,0.003645915197865149,0.003790515124759445,0.003307227720144828,0.25947390179230057,0.3053706089070824,0.1867720882513852,0.013052784134827643,0.012791602085435257,0.012241076047434305,0.011612184840531297,0.07022607022607022,0.011612184840531297,,,,ok,
LTDB_id_5,10564,2,7,0.006125250327331803,0.005886941428541153,0.005886941428541153,0.5023114246196836,0.4852093022597345,0.4852093022597345,0.005867910236002286,0.005739637296116808,0.005739637296116808,0.568637420956026,0.5593139413443833,0.5593139413443833,0.013217422917165095,0.013228179066106696,0.013228179066106696,0.07442339020835119,0.087003367003367,0.087003367003367,,,,ok,
GHL_id_9,34713,19,125,0.009053152383862928,0.008818383511726703,0.008284813194698551,0.38640508260678696,0.3619394541751387,0.26033402373995174,0.00842529271252357,0.008152068141698655,0.007085212638347652,0.3628890739416081,0.33933356361586436,0.23175919808357698,0.02618449582565591,0.02538148561485793,0.023588238491222345,0.2607794361525705,0.16883639779895315,0.4093053522043273,,,,ok,
MITDB_id_10,25963,2,255,0.034769874708952674,0.03042868708372543,0.03042868708372543,0.7771717541706427,0.7715905387556405,0.7715905387556405,0.15472342408729578,0.13783312128777284,0.13783312128777284,0.6957994566991336,0.6918913658496479,0.6918913658496479,0.24668071545998102,0.22655872415689549,0.22655872415689549,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,ok,
LTDB_id_1,2245,2,100,0.6345647628816332,0.6378944844441564,0.6378944844441564,0.9347782622781889,0.9340087242618477,0.9340087242618477,0.4599869466036526,0.46550575404317945,0.46550575404317945,0.8773319736270508,0.8766303496695169,0.8766303496695169,0.5746990234017211,0.575873904002595,0.575873904002595,0.8152732144566015,0.821296265941055,0.821296265941055,,,,ok,
LTDB_id_4,2832,2,115,0.532684022377373,0.5486605620377428,0.5486605620377428,0.8786281450954936,0.8844567617941412,0.8844567617941412,0.39007252205325593,0.4086541145006376,0.4086541145006376,0.7883061673266963,0.7949663485002025,0.7949663485002025,0.4744527800959754,0.48434448896819887,0.48434448896819887,0.924697241023462,0.9203844917754989,0.9203844917754989,,,,ok,
MITDB_id_1,25963,2,140,0.40666098752270813,0.42191831484506703,0.42191831484506703,0.812200622908942,0.8157585441371626,0.8157585441371626,0.41183852661087517,0.4271621220590352,0.4271621220590352,0.8108993742311111,0.8144947162933065,0.8144947162933065,0.43381842887913463,0.435468452861714,0.435468452861714,1.0,1.0,1.0,,,,ok,
MITDB_id_11,34713,2,59,0.2315488618736927,0.22718749713551115,0.22718749713551115,0.9006457888353732,0.9005889078680708,0.9005889078680708,0.2392155935842058,0.2349130277732106,0.2349130277732106,0.8754388232344338,0.8748280484747178,0.8748280484747178,0.5016140803015123,0.49940952297970165,0.49940952297970165,0.9176717357105402,0.9176717357105402,0.9176717357105402,,,,ok,
LTDB_id_2,213,3,95,0.16133947386331263,0.16342094300914334,0.16259807377049387,0.4911845512081929,0.5008454115375299,0.4897898613042102,0.11905061976043305,0.12193478857399004,0.12116890691575982,0.4018199170076308,0.4119145860768628,0.4065215898623635,0.2587020494871929,0.2587088068239194,0.2587020494871929,0.44612197928653624,0.4481078608785571,0.4266831038969934,,,,ok,
MITDB_id_5,17213,2,271,0.03863521835227516,0.03646410565971176,0.03646410565971176,0.8990737417975592,0.8962984386100858,0.8962984386100858,0.06471149349826406,0.06372283891746869,0.06372283891746869,0.8236636920821605,0.8287882740766067,0.8287882740766067,0.0777753858760296,0.08064398943235115,0.08064398943235115,1.0,1.0,1.0,,,,ok,
MITDB_id_6,34713,2,125,0.19069851967897594,0.18753707732007355,0.18753707732007355,0.9273575033755016,0.9247208251841366,0.9247208251841366,0.3500122658313753,0.3545015522202134,0.3545015522202134,0.9066852144176113,0.9034588967374441,0.9034588967374441,0.4893218920839814,0.5042253078066966,0.5042253078066966,1.0,1.0,1.0,,,,ok,
